Cód. Barras/Etiq.,Embalagem,Curva ABC Qtd.,Caderno de Ofertas,Custo Médio Unit.,Preço Venda Unit.,Preço Oferta
7896112141655,COLIRIO TEUTO 20ML,B,SIMILAR PRA VENDER MUITO!,"4,67","15,52","71,36"
7896112141655,COLIRIO TEUTO 20ML,E,SIMILAR PRA VENDER MUITO!,"3,17","15,52","8,92"
7896112141693,BACLOFEN 10MG C/20 CPR ,D,SIMILAR PRA VENDER MUITO!,"5,18","28,74","51,20"
7896112141693,BACLOFEN 10MG C/20 CPR ,E,SIMILAR PRA VENDER MUITO!,"5,02","28,74","38,40"
7896112144816,GN CLORIDRATO DE METOCLOPRAMIDA 4MG/ML GTS 10ML TEUTO,C,01 - Preço Controlado Plugpharma,"2,33","6,73","16,14"
7896112144816,GN CLORIDRATO DE METOCLOPRAMIDA 4MG/ML GTS 10ML TEUTO,D,02 - Preço Controlado Plugpharma,"2,35","6,73","32,28"
7896112144816,GN CLORIDRATO DE METOCLOPRAMIDA 4MG/ML GTS 10ML TEUTO,D,03 - Preço Controlado Plugpharma,"2,71","6,73","10,76"
7896112144892,FERRONIL 40MG C/50 CPR REVEST,B,SIMILAR PRA VENDER MUITO!,"5,12","20,05","140,40"
7896112144892,FERRONIL 40MG C/50 CPR REVEST,C,SIMILAR PRA VENDER MUITO!,"5,72","20,05","28,08"
7896112145776,GN SULFAMET+TRIMET 400/80MG C/20 CPR TEUTO ,C,02 - Preço Controlado Plugpharma,"6,23","17,82","12,47"
7896112145776,GN SULFAMET+TRIMET 400/80MG C/20 CPR TEUTO ,E,01 - Preço Controlado Plugpharma,"6,10","17,82","24,94"
7896112145776,GN SULFAMET+TRIMET 400/80MG C/20 CPR TEUTO ,E,03 - Preço Controlado Plugpharma,"6,20","17,82","49,88"
7896112147640,AERODINI 100MCG JATO C/200 DOSE,A,SIMILAR PRA VENDER MUITO!,"13,92","52,30","2.759,15"
7896112147640,AERODINI 100MCG JATO C/200 DOSE,B,SIMILAR PRA VENDER MUITO!,"15,35","52,30","1.647,55"
7896112148593,GN DICLOFENACO RESINATO 15MG 20ML (TEUTO),E,02 - Preço Controlado Plugpharma,"6,08","17,20","27,52"
7896112148685,PROFERGAN 25MG C/20 CPR REVEST,B,SIMILAR PRA VENDER MUITO!,"4,20","12,46","28,60"
7896112148685,PROFERGAN 25MG C/20 CPR REVEST,D,SIMILAR PRA VENDER MUITO!,"3,99","12,46","42,90"
7896112149460,GN BESILATO DE ANLODIPINO 5MG C/30 CPR TEUTO ,B,BORA VENDER GENÉRICO 3.0,"1,71","14,64","1.128,88"
7896112151180,GN LANSOPRAZOL+CLARITR+AMOXICILINA 30+500+500 C/28 CPS(TEU),E,BORA VENDER GENÉRICO 3.0,"54,78","218,33","199,76"
7896112158363,IBUPRIL 600MG C/20 CPR TEUTO,C,SIMILAR PRA VENDER MUITO!,"4,02","23,81","52,40"
7896112158363,IBUPRIL 600MG C/20 CPR TEUTO,D,SIMILAR PRA VENDER MUITO!,"3,79","23,81","104,80"
7896112160281,IBUPRIL 400MG C/08 CPS GEL,E,SIMILAR PRA VENDER MUITO!,"3,88","20,29","10,99"
7896112160298,IBUPRIL 400MG C/10 CPS MOLES,B,SIMILAR PRA VENDER MUITO!,"4,54","25,74","256,50"
7896112160298,IBUPRIL 400MG C/10 CPS MOLES,C,SIMILAR PRA VENDER MUITO!,"4,77","25,74","28,50"
7896112160519,GN LEVOFLOXACINO 500MG C/7 CPR TEUTO,E,03 - Preço Controlado Plugpharma,"12,70","89,75","58,34"
7896112165538,BIO SOAK 450ML,D,SIMILAR PRA VENDER MUITO!,"35,67","52,50","49,82"
7896112165651,GN HIDROCLOROTIAZIDA 25MG C/30 CPR TEUTO,A,BORA VENDER GENÉRICO 3.0,"1,10","4,45","615,03"
7896112175858,GN BACLOFENO 10MG C/20 CPR TEUTO,C,BORA VENDER GENÉRICO 3.0,"4,65","26,25","90,90"
7896112180616,PROFERGAN 20MG/G CR 30G ,B,01 - Preço Controlado Plugpharma,"10,39","22,56","84,60"
7896112180616,PROFERGAN 20MG/G CR 30G ,C,02 - Preço Controlado Plugpharma,"10,23","22,56","84,60"
7896112181002,GN PROMETAZINA 20MG/G CR 30G TEUTO,B,01 - Preço Controlado Plugpharma,"9,31","16,86","57,32"
7896112181002,GN PROMETAZINA 20MG/G CR 30G TEUTO,C,02 - Preço Controlado Plugpharma,"9,47","16,86","57,32"
7896112181729,GN OMEPRAZOL 20MG C/56 CPS DURA TEUTO,A,PROMOÇOES LEVE E PAGUE ,"4,45","47,82","1.820,90"
7896112181729,GN OMEPRAZOL 20MG C/56 CPS DURA TEUTO,B,PROMOÇOES LEVE E PAGUE ,"4,44","47,82","1.070,30"
7896112189114,GN NITRATO MICON 20MG/G CR VAG 80G+14APL TEUTO,D,BORA VENDER GENÉRICO 3.0,"14,68","28,57","57,14"
7896112194576,GN DEXAMETASONA 4MG C/10 CPR TEUTO,B,BORA VENDER GENÉRICO 3.0,"3,93","15,18","206,40"
7896112194651,DEXASON 4MG C/10 CPR,C,01 - Preço Controlado Plugpharma,"4,08","15,11","18,14"
7896112194651,DEXASON 4MG C/10 CPR,E,02 - Preço Controlado Plugpharma,"4,18","15,11","27,21"
7896112196082,GN METRONIDAZOL+NISTATINA CR VAG C/50GR TEUTO,C,01 - Preço Controlado Plugpharma,"12,82","45,24","88,23"
7896112196082,GN METRONIDAZOL+NISTATINA CR VAG C/50GR TEUTO,D,02 - Preço Controlado Plugpharma,"12,67","45,24","176,46"
7896112400011,ONICUT ESMALTE 5ML,E,,"91,15","123,63","247,26"
7896112400073,DOSS 3.000 UI C/30 CAPS,D,02 - Preço Controlado Plugpharma,"42,72","69,85","121,06"
7896112400110,DOSS 7.000UI C/4 CAPS MOLE,D,PROPAGADO ,"11,67","19,73","16,89"
7896112400110,DOSS 7.000UI C/4 CAPS MOLE,E,PROPAGADO ,"11,79","19,73","33,78"
7896112400134,DOSS 7.000 UI C/12 CAPS GELATINOSAS,E,02 - Preço Controlado Plugpharma,"33,04","45,43","78,74"
7896112400165,DOSS 50.000UI C/4 CAPS MOLE,D,02 - Preço Controlado Plugpharma,"62,32","101,94","88,33"
7896112400165,DOSS 50.000UI C/4 CAPS MOLE,E,01 - Preço Controlado Plugpharma,"70,42","101,94","176,66"
7896112400363,ONICUT C/60 CAPS,E,,"88,99","136,23","136,23"
7896112400387,GN CLORIDRATO DE ONDANSETRONA 4MG C/10 CPR ,B,02 - Preço Controlado Plugpharma,"6,25","28,34","128,94"
7896112400387,GN CLORIDRATO DE ONDANSETRONA 4MG C/10 CPR ,D,01 - Preço Controlado Plugpharma,"6,33","28,34","36,84"
7896112400387,GN CLORIDRATO DE ONDANSETRONA 4MG C/10 CPR ,E,03 - Preço Controlado Plugpharma,"6,15","28,34","92,10"
7896112400394,GN CLORIDRATO DE ONDANSETRONA 8MG C/10 CPR ,C,BORA VENDER GENÉRICO 3.0,"11,81","55,82","108,84"
7896112400394,GN CLORIDRATO DE ONDANSETRONA 8MG C/10 CPR ,D,BORA VENDER GENÉRICO 3.0,"11,64","55,82","72,56"
7896112400431,PRESS PLUS 5+20MG C/60 CAPS,E,02 - Preço Controlado Plugpharma,"130,92","226,73","215,39"
7896112400448,PANTOGAR NEO C/60 CPS,E,,"121,12","175,06","350,12"
7896112400608,STELE 1MG/G CR VAG 50G C/5 APLIC,E,01 - Preço Controlado Plugpharma,"46,92","67,17","232,80"
7896112400608,STELE 1MG/G CR VAG 50G C/5 APLIC,E,02 - Preço Controlado Plugpharma,"46,09","67,17","116,40"
7896112400608,STELE 1MG/G CR VAG 50G C/5 APLIC,E,03 - Preço Controlado Plugpharma,"46,88","67,17","58,20"
7896112400684,NEBILET 5MG C/30 CPR ,E,01 - Preço Controlado Plugpharma,"83,37","157,81","149,92"
7896112400684,NEBILET 5MG C/30 CPR ,E,02 - Preço Controlado Plugpharma,"88,84","157,81","149,92"
7896112400684,NEBILET 5MG C/30 CPR ,E,03 - Preço Controlado Plugpharma,"92,14","157,81","299,84"
7896112400691,NEBILET 5MG C/60 CPR,E,01 - Preço Controlado Plugpharma,"129,47","232,52","441,78"
7896112400691,NEBILET 5MG C/60 CPR,E,02 - Preço Controlado Plugpharma,"120,39","232,52","883,56"
7896112401001,SARCOPEN C/30 SACHES,E,,"187,19","269,43","269,43"
7896112401193,GN CIPROFIBRATO 100MG C/30 CPR BIOLAB,B,02 - Preço Controlado Plugpharma,"10,15","57,75","254,08"
7896112401193,GN CIPROFIBRATO 100MG C/30 CPR BIOLAB,B,03 - Preço Controlado Plugpharma,"10,21","57,75","285,84"
7896112401193,GN CIPROFIBRATO 100MG C/30 CPR BIOLAB,C,01 - Preço Controlado Plugpharma,"12,22","57,75","254,08"
7896112401209,GN ESTRIOL 1MG/G C/1 BISNAGA (BIOLAB),C,02 - Preço Controlado Plugpharma,"24,91","41,94","71,30"
7896112401209,GN ESTRIOL 1MG/G C/1 BISNAGA (BIOLAB),D,01 - Preço Controlado Plugpharma,"24,92","41,94","178,25"
7896112401209,GN ESTRIOL 1MG/G C/1 BISNAGA (BIOLAB),D,03 - Preço Controlado Plugpharma,"25,00","41,94","71,30"
7896112401278,"GN LOSARTANA+HIDROCLOROTIAZIDA 50+12,5MG C/30 CPR BIOLAB",E,02 - Preço Controlado Plugpharma,"7,86","46,33","50,96"
7896112401285,GN LOSARTANA POT+HCTZ 100+25MG C/30 CPR BIOLAB,E,BORA VENDER GENÉRICO 3.0,"15,31","76,46","209,40"
7896112401315,GN MONONITRATO DE ISOSSORBIDA 20MG C/30 CPR BIOLAB,D,BORA VENDER GENÉRICO 3.0,"5,77","12,96","7,13"
7896112401346,GN SINVASTATINA 10 MG C/30 CPR,C,BORA VENDER GENÉRICO 3.0,"3,57","18,62","51,20"
7896112401346,GN SINVASTATINA 10 MG C/30 CPR,E,BORA VENDER GENÉRICO 3.0,"3,58","18,62","20,48"
7896112401391,GN MALEATO DE ENALAPRIL 10MG C/30 CPR BIOLAB,A,BORA VENDER GENÉRICO 3.0,"2,43","7,23","262,68"
7896112401452,GN ATENOLOL 25MG C/30 CPR BIOLAB,B,BORA VENDER GENÉRICO 3.0,"1,00","8,57","2.053,48"
7896112401452,GN ATENOLOL 25MG C/30 CPR BIOLAB,E,BORA VENDER GENÉRICO 3.0,"1,29","8,57","7,18"
7896112401469,GN ATENOLOL 50MG 30 CP BIOLAB,C,02 - Preço Controlado Plugpharma,"3,50","16,61","27,42"
7896112401469,GN ATENOLOL 50MG 30 CP BIOLAB,C,03 - Preço Controlado Plugpharma,"3,18","16,61","63,98"
7896112401469,GN ATENOLOL 50MG 30 CP BIOLAB,D,01 - Preço Controlado Plugpharma,"3,50","16,61","9,14"
7896112401476,GN ATENOLOL 100MG C/30 CPR BIOLAB,C,03 - Preço Controlado Plugpharma,"7,85","34,56","57,03"
7896112401476,GN ATENOLOL 100MG C/30 CPR BIOLAB,D,01 - Preço Controlado Plugpharma,"8,10","34,56","57,03"
7896112401476,GN ATENOLOL 100MG C/30 CPR BIOLAB,D,02 - Preço Controlado Plugpharma,"7,90","34,56","38,02"
7896112401551,VONAU FLASH 4MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"79,28","116,70","101,12"
7896112401599,VONAU FLASH MENTA 4MG C/10 CPR,D,PROPAGADO ,"31,29","47,61","79,74"
7896112401599,VONAU FLASH MENTA 4MG C/10 CPR,E,PROPAGADO ,"30,92","47,61","79,74"
7896112401605,VONAU FLASH 8MG MENTA C/10 CPR ,D,03 - Preço Controlado Plugpharma,"63,18","93,77","81,25"
7896112401605,VONAU FLASH 8MG MENTA C/10 CPR ,E,02 - Preço Controlado Plugpharma,"60,40","93,77","162,50"
7896112401728,GN SIMETICONA 125MG C/10 CAPS BIOLAB,C,BORA VENDER GENÉRICO 3.0,"2,21","18,24","38,37"
7896112401728,GN SIMETICONA 125MG C/10 CAPS BIOLAB,E,BORA VENDER GENÉRICO 3.0,"2,18","18,24","12,79"
7896112401902,EMPAK 300MG C/30 CAPS (BIOLAB),E,01 - Preço Controlado Plugpharma,"57,68","83,31","206,58"
7896112402107,BIVOLET 5MG C/30 CPR,D,03 - Preço Controlado Plugpharma,"43,94","61,05","50,46"
7896112402107,BIVOLET 5MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"43,19","61,05","50,46"
7896112402138,GN CLORIDRATO CIPROFLOXACINO 500MG C/14 CPR BIOLAB,C,BORA VENDER GENÉRICO 3.0,"9,42","46,31","249,03"
7896112402275,PROVAGIN GEL 30GR C/10 APLIC,E,PROPAGADO ,"68,68","91,98","223,53"
7896112402299,GN VITAMINA D3 50.000UI C/8 CAPS BIOLAB,E,BORA VENDER GENÉRICO 3.0,"24,43","122,77","448,90"
7896112402329,DOSS 1.000UI C/30 CAPS,E,,"26,84","47,28","47,28"
7896112402343,DOSS 2.000UI C/30 CAPS ,E,SUPLEMENTO ALIMENTAR ,"30,97","51,22","261,24"
7896112402411,"TRIFOR 12,3G C/30 SACHES ",E,PROPAGADO ,"171,35","247,63","200,59"
7896112402435,"FLUX SR 1,5MG C/30 CPR ",D,02 - Preço Controlado Plugpharma,"24,21","34,85","28,80"
7896112402435,"FLUX SR 1,5MG C/30 CPR ",E,01 - Preço Controlado Plugpharma,"23,66","34,85","28,80"
7896112402480,BHENA 5MG C/30 CPR BIOLAB,D,02 - Preço Controlado Plugpharma,"54,46","78,93","65,24"
7896112402480,BHENA 5MG C/30 CPR BIOLAB,E,01 - Preço Controlado Plugpharma,"55,06","78,93","130,48"
7896112402497,BHENA 10MG C/30 CPR BIOLAB,D,02 - Preço Controlado Plugpharma,"54,84","78,93","130,48"
7896112402497,BHENA 10MG C/30 CPR BIOLAB,E,01 - Preço Controlado Plugpharma,"54,57","78,93","65,24"
7896112402558,DOSS ZINCO 2.000 UI CPS C/30 CPR,E,SUPLEMENTO ALIMENTAR ,"36,19","62,84","100,56"
7896112402602,SARCOPLEX C/30 SACH 21G  ,E,,"245,66","309,90","619,80"
7896112402664,DOZOITO 25MG C/30 CPR,B,02 - Preço Controlado Plugpharma,"18,07","34,69","602,07"
7896112402664,DOZOITO 25MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"18,13","34,69","86,01"
7896112402664,DOZOITO 25MG C/30 CPR,E,03 - Preço Controlado Plugpharma,"17,51","34,69","57,34"
7896112402770,ESTHEP 800MG C/30 CPS,E,,"70,82","101,22","303,66"
7896112402992,GN CIPROFIBRATO 100MG C/60 CPR BIOL,B,01 - Preço Controlado Plugpharma,"24,41","90,64","149,55"
7896112402992,GN CIPROFIBRATO 100MG C/60 CPR BIOL,C,02 - Preço Controlado Plugpharma,"24,34","90,64","199,40"
7896112402992,GN CIPROFIBRATO 100MG C/60 CPR BIOL,E,03 - Preço Controlado Plugpharma,"24,50","90,64","99,70"
7896112403005,FLY250 250MG C/10 CAPS MOLE,E,PROPAGADO ,"23,72","31,72","25,70"
7896112403111,ATIVB 1000MCG C/30 CPR,E,01 - Preço Controlado Plugpharma,"64,69","93,50","162,04"
7896112403111,ATIVB 1000MCG C/30 CPR,E,02 - Preço Controlado Plugpharma,"67,65","93,50","162,04"
7896112403258,DOSS 15000UI C/4 CAPS ,D,01 - Preço Controlado Plugpharma,"24,48","39,02","67,62"
7896112403258,DOSS 15000UI C/4 CAPS ,E,02 - Preço Controlado Plugpharma,"22,66","39,02","33,81"
7896112403265,DOSS 15000UI C/8 CAPS,D,02 - Preço Controlado Plugpharma,"40,90","64,95","56,28"
7896112403265,DOSS 15000UI C/8 CAPS,E,01 - Preço Controlado Plugpharma,"38,18","64,95","112,56"
7896112403265,DOSS 15000UI C/8 CAPS,E,03 - Preço Controlado Plugpharma,"38,18","64,95","56,28"
7896112403326,SINUSTRAT HIDRAT NASAL SPRAY 30ML,E,PROPAGADO ,"37,84","56,94","92,26"
7896112403340,AD MUC KIDS GEL 10G,E,,"55,42","75,97","151,94"
7896112403418,CONTRACTUBEX GEL 20G (BIOLAB),E,PROPAGADO ,"93,47","126,49","307,38"
7896112403425,CONTRACTUBEX GEL 50G (BIOLAB),E,PROPAGADO ,"161,70","264,57","214,31"
7896112403517,FLAVENOS 900+100MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"82,42","123,93","107,39"
7896112403517,FLAVENOS 900+100MG C/30 CPR,E,02 - Preço Controlado Plugpharma,"82,42","123,93","107,39"
7896112405801,FLY250 250MG C/20 CAPS MOLE,E,PROPAGADO ,"37,95","50,99","41,31"
7896112405818,GN PITAVASTATINA CALCICA 2MG C/30 CPR BIO,C,BORA VENDER GENÉRICO 3.0,"45,48","98,86","503,88"
7896112405818,GN PITAVASTATINA CALCICA 2MG C/30 CPR BIO,D,BORA VENDER GENÉRICO 3.0,"47,45","98,86","251,94"
7896112405818,GN PITAVASTATINA CALCICA 2MG C/30 CPR BIO,E,BORA VENDER GENÉRICO 3.0,"46,94","98,86","83,98"
7896112405856,LIVALO 2MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"90,16","149,13","116,15"
7896112405870,LIVALO 4MG C/30 CPR,E,02 - Preço Controlado Plugpharma,"186,37","270,43","210,60"
7896112406044,"CRONOCOR 12,5MG C/30 CPR",E,03 - Preço Controlado Plugpharma,"13,23","20,88","17,26"
7896112406105,"GN CLORIDRATO DE TANSULOSINA 0,4MG C/30 CPR BIOLAB",E,01 - Preço Controlado Plugpharma,"25,50","140,88","70,72"
7896112406242,LIVALO 4MG C/60 CPR,E,03 - Preço Controlado Plugpharma,"202,50","298,93","247,07"
7896112406495,CRONOBE COMPLEX 100+100+5MG C/30 CPR,C,03 - Preço Controlado Plugpharma,"64,98","93,96","244,26"
7896112406495,CRONOBE COMPLEX 100+100+5MG C/30 CPR,E,02 - Preço Controlado Plugpharma,"63,07","93,96","81,42"
7896112406570,PRESSAT 5MG C/90 CPR,E,03 - Preço Controlado Plugpharma,"61,40","91,87","151,86"
7896112406686,GN SUCCINATO DE METOPROLOL 25MG C/30 CPR REVEST BIOLAB ,A,BORA VENDER GENÉRICO 3.0,"15,95","24,41","1.899,84"
7896112406686,GN SUCCINATO DE METOPROLOL 25MG C/30 CPR REVEST BIOLAB ,B,BORA VENDER GENÉRICO 3.0,"16,54","24,41","613,49"
7896112406693,GN SUCCINATO DE METOPOLOL 50MG C/30 CPR BIOLAB,C,BORA VENDER GENÉRICO 3.0,"21,48","48,99","191,05"
7896112406693,GN SUCCINATO DE METOPOLOL 50MG C/30 CPR BIOLAB,D,BORA VENDER GENÉRICO 3.0,"22,04","48,99","38,21"
7896112406976,GN ONDANSETRONA 8MG C/30 CPR BIOLAB ,E,BORA VENDER GENÉRICO 3.0,"38,57","136,80","88,92"
7896112406983,BIVOLET 5MG C/90 CPR,E,01 - Preço Controlado Plugpharma,"105,20","150,52","124,40"
7896112406983,BIVOLET 5MG C/90 CPR,E,02 - Preço Controlado Plugpharma,"104,04","150,52","124,40"
7896112407102,TAPAZOL 10MG C/100 CPR,D,01 - Preço Controlado Plugpharma,"47,88","75,50","62,40"
7896112407102,TAPAZOL 10MG C/100 CPR,E,02 - Preço Controlado Plugpharma,"52,54","75,50","62,40"
7896112407102,TAPAZOL 10MG C/100 CPR,E,03 - Preço Controlado Plugpharma,"52,98","75,50","62,40"
7896112407232,LISTOGAS 125MG C/10 CAPS,C,PROPAGADO ,"2,19","13,92","124,08"
7896112407263,COLAGENO NAO HIDROLISADO TIPO 2 C/60 CAPS GELATINOSA BIOLAB,C,,"25,76","34,98","174,90"
7896112407430,DEGEN 7.000UI C/4 CAPS ,D,02 - Preço Controlado Plugpharma,"5,75","16,45","57,00"
7896112407430,DEGEN 7.000UI C/4 CAPS ,E,01 - Preço Controlado Plugpharma,"4,07","16,45","85,50"
7896112407430,DEGEN 7.000UI C/4 CAPS ,E,03 - Preço Controlado Plugpharma,"4,35","16,45","14,25"
7896112407447,DEGEN 7.000UI C/8 CAPS ,D,02 - Preço Controlado Plugpharma,"8,11","24,22","41,98"
7896112407447,DEGEN 7.000UI C/8 CAPS ,E,01 - Preço Controlado Plugpharma,"9,97","24,22","20,99"
7896112407447,DEGEN 7.000UI C/8 CAPS ,E,03 - Preço Controlado Plugpharma,"8,33","24,22","20,99"
7896112407454,DEGEN 7.000UI C/30 CAPS ,D,02 - Preço Controlado Plugpharma,"19,28","55,25","47,87"
7896112407454,DEGEN 7.000UI C/30 CAPS ,E,01 - Preço Controlado Plugpharma,"22,49","55,25","47,87"
7896112407454,DEGEN 7.000UI C/30 CAPS ,E,03 - Preço Controlado Plugpharma,"19,87","55,25","47,87"
7896112407461,DEGEN 15000UI C/4 CAPS,B,01 - Preço Controlado Plugpharma,"11,86","31,32","217,12"
7896112407461,DEGEN 15000UI C/4 CAPS,B,02 - Preço Controlado Plugpharma,"13,63","31,32","325,68"
7896112407461,DEGEN 15000UI C/4 CAPS,D,03 - Preço Controlado Plugpharma,"12,27","31,32","108,56"
7896112407478,DEGEN 50000UI C/4 CAPS,C,SIMILAR PRA VENDER MUITO!,"14,85","79,35","516,88"
7896112407478,DEGEN 50000UI C/4 CAPS,E,SIMILAR PRA VENDER MUITO!,"13,52","79,35","39,76"
7896112407485,DEGEN 50000UI C/8 CAPS ,D,01 - Preço Controlado Plugpharma,"19,03","79,35","343,80"
7896112407485,DEGEN 50000UI C/8 CAPS ,D,02 - Preço Controlado Plugpharma,"13,82","79,35","275,04"
7896112407485,DEGEN 50000UI C/8 CAPS ,E,03 - Preço Controlado Plugpharma,"21,32","79,35","68,76"
7896112407638,SOLLY 5MG C/30 CPR,E,PROPAGADO ,"82,99","112,14","95,49"
7896112407645,SOLLY 10MG C/30 CPR REVEST BIOLAB,D,PROPAGADO ,"96,08","134,43","112,79"
7896112407645,SOLLY 10MG C/30 CPR REVEST BIOLAB,E,PROPAGADO ,"94,74","134,43","338,37"
7896112407881,DTN-FOL C/90 CAPS MOLE,D,PROPAGADO ,"127,98","173,38","260,50"
7896112408130,PANTOGAR MEN C/30 CAPS,E,,"131,91","192,60","192,60"
7896112408581,GN BENFOTIAMINA 150MG C/30 CPR REVEST BIOLAB,D,BORA VENDER GENÉRICO 3.0,"32,91","54,03","183,72"
7896112408666,DEFB 1000MCG C/30 CPR,B,01 - Preço Controlado Plugpharma,"25,67","49,18","213,05"
7896112408666,DEFB 1000MCG C/30 CPR,B,02 - Preço Controlado Plugpharma,"25,10","49,18","298,27"
7896112408666,DEFB 1000MCG C/30 CPR,E,SIMILAR PRA VENDER MUITO!,"24,77","49,18","34,43"
7896112408864,GENGI BABY GEL BUCAL 10G,E,PROPAGADO ,"49,51","75,97","123,08"
7896112411512,"ABLOK PLUS 50+12,5 MG C/60 CPR ",E,01 - Preço Controlado Plugpharma,"64,76","94,39","78,01"
7896112411529,"ABLOK PLUS 25MG+12,5MG C/60 CPR BIOLAB",E,02 - Preço Controlado Plugpharma,"33,91","51,09","42,23"
7896112413677,"PRESSAT 2,5MG C/60 CPR",D,02 - Preço Controlado Plugpharma,"51,77","75,64","62,52"
7896112413677,"PRESSAT 2,5MG C/60 CPR",E,01 - Preço Controlado Plugpharma,"50,61","75,64","62,52"
7896112413790,PRESSAT 5MG C/60 CPR,D,02 - Preço Controlado Plugpharma,"79,52","108,68","89,82"
7896112413790,PRESSAT 5MG C/60 CPR,E,01 - Preço Controlado Plugpharma,"72,03","108,68","89,82"
7896112413790,PRESSAT 5MG C/60 CPR,E,03 - Preço Controlado Plugpharma,"78,38","108,68","179,64"
7896112414971,VASOPRIL 10MG C/60 CPR,E,PROPAGADO ,"9,35","75,14","159,96"
7896112416135,LIPLESS 100MG C/60 CPR,E,01 - Preço Controlado Plugpharma,"95,65","175,01","166,26"
7896112416418,ECASIL 81MG C/30 CPR (BIOLAB),E,01 - Preço Controlado Plugpharma,"12,14","17,04","14,08"
7896112416418,ECASIL 81MG C/30 CPR (BIOLAB),E,03 - Preço Controlado Plugpharma,"12,14","17,04","28,16"
7896112421498,XEFO 8MG C/30 CPR ,E,01 - Preço Controlado Plugpharma,"36,08","51,70","44,80"
7896112421498,XEFO 8MG C/30 CPR ,E,02 - Preço Controlado Plugpharma,"36,08","51,70","44,80"
7896112422136,"NOVANLO 2,5MG C/30 CPR",D,PROPAGADO ,"51,82","77,46","64,02"
7896112422136,"NOVANLO 2,5MG C/30 CPR",E,PROPAGADO ,"51,72","77,46","256,08"
7896112422150,"NOVANLO 2,5MG C/60 CPR",E,02 - Preço Controlado Plugpharma,"108,34","146,52","121,10"
7896112422174,"NOVANLO 2,5MG C/90 CPR",E,02 - Preço Controlado Plugpharma,"97,59","143,08","118,26"
7896112422211,NOVANLO 5MG C/30 CPR,D,02 - Preço Controlado Plugpharma,"105,94","150,48","124,37"
7896112422211,NOVANLO 5MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"97,43","150,48","124,37"
7896112422235,NOVANLO 5MG C/60 CPR,E,02 - Preço Controlado Plugpharma,"216,04","277,28","458,34"
7896112424123,TANTIN C/28 CPR REVEST,D,ANTICONCEPCIONAIS ,"19,30","29,10","23,39"
7896112424123,TANTIN C/28 CPR REVEST,E,ANTICONCEPCIONAIS ,"18,72","29,10","23,39"
7896112425328,PANTOGAR C/30 CAPS,C,PROPAGADO ,"82,92","113,33","188,00"
7896112425328,PANTOGAR C/30 CAPS,E,PROPAGADO ,"82,10","113,33","282,00"
7896112425410,PANTOGAR C/60 CAPS,E,02 - Preço Controlado Plugpharma,"130,68","226,67","430,68"
7896112425496,PANTOGAR C/90 CAPS,E,02 - Preço Controlado Plugpharma,"198,30","340,08","2.261,56"
7896112427773,ARADOIS H 100+25MG C/90 CPR,C,03 - Preço Controlado Plugpharma,"156,40","230,13","380,40"
7896112427773,ARADOIS H 100+25MG C/90 CPR,E,02 - Preço Controlado Plugpharma,"163,48","230,13","190,20"
7896112427933,"ARADOIS H 50MG+12,5MG C/60 CPR BIOLAB",E,02 - Preço Controlado Plugpharma,"101,49","150,67","124,53"
7896112428015,"ARADOIS H 50MG+12,5MG C/90 CPR BIOLAB",E,02 - Preço Controlado Plugpharma,"123,01","182,62","150,94"
7896112432401,"PRESSAT 2,5MG C/30 CPR ",C,02 - Preço Controlado Plugpharma,"27,38","40,72","67,32"
7896112432401,"PRESSAT 2,5MG C/30 CPR ",E,01 - Preço Controlado Plugpharma,"26,91","40,72","33,66"
7896112432401,"PRESSAT 2,5MG C/30 CPR ",E,03 - Preço Controlado Plugpharma,"28,14","40,72","100,98"
7896112435532,VASOPRIL 20MG C/60 CPR,E,01 - Preço Controlado Plugpharma,"105,30","158,28","130,82"
7896112435778,"ARADOIS H 50+12,5MG C/30 CPR",E,01 - Preço Controlado Plugpharma,"62,56","101,78","168,24"
7896112435778,"ARADOIS H 50+12,5MG C/30 CPR",E,02 - Preço Controlado Plugpharma,"60,84","101,78","168,24"
7896112436102,FLAVENOS 500MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"62,26","89,39","77,46"
7896112452461,AD-MUC POM 10G ,E,,"37,09","53,09","159,27"
7896112452690,VENULA 200MG C/60 CAPS DURA,B,PROPAGADO ,"60,18","88,46","215,25"
7896112452690,VENULA 200MG C/60 CAPS DURA,C,PROPAGADO ,"62,89","88,46","143,50"
7896112452690,VENULA 200MG C/60 CAPS DURA,D,PROPAGADO ,"62,20","88,46","143,50"
7896112452775,VENULA 200MG C/30 CAPS DURA,B,PROPAGADO ,"31,11","44,27","383,60"
7896112452775,VENULA 200MG C/30 CAPS DURA,C,PROPAGADO ,"31,80","44,27","76,72"
7896112452775,VENULA 200MG C/30 CAPS DURA,E,PROPAGADO ,"31,80","44,27","38,36"
7896112453154,REVITAN JUNIOR XPE 120 ML,E,PROPAGADO ,"3,18","65,93","53,41"
