ean,name,curve,book,price,drogal_price,drogasil_price,drogal_observation,drogasil_observation
"7896018704169","CR PREVENTIVO ASSADURA HUGGIES RECEM NASCIDO 80G","E","","26,90","","35,90","","Leve 3 unidades por R$ 26,93 cada"
"7896018704206","SAB LIQ HUGGIES EXTRA SUAVE REFIL 200ML","E","","10,90","14,75","13,90","","Leve 3 unidades por R$ 10,43 cada"
"7896018704251","SAB LIQ INTIMO INTIMUS BOOT SPORT 200ML","E","","26,90","","","",""
"7896018704299","TOALHAS UMEDECIDAS HUGGIES TRIPLA C/96 UNID","E","","13,90","","","",""
"7896018704824","LENCO UMEDECIDO HUGGIES TRIPLA PROTECAO C/32 UNID","E","","7,50","","","",""
"7896018704848","LENCO UMEDECIDO HUGGIES TRIPLA PROTECAO C/88 UNID","B","","15,90","","","",""
"7896018750807","SH HUGGIES KIDS CACHINHOS PODEROSOS 360ML","D","","17,90","20,65","17,90","","Leve 3 unidades por R$ 13,43 cada"
"7896018750814","COND HUGGIES KIDS CACHINHOS PODEROSOS 360ML","E","","21,90","24,19","20,90","","Leve 3 unidades por R$ 15,68 cada"
"7896018750821","CR PENTEAR HUGGIES KIDS CACHINHOS PODEROSOS 360ML","D","","16,90","22,25","18,90","","Leve 3 unidades por R$ 14,18 cada"
"7896018750838","SH HUGGIES KIDS BRILHO MAGICO 360ML","D","","16,90","20,65","17,90","","Leve 3 unidades por R$ 13,43 cada"
"7896018750845","COND HUGGIES KIDS BRILHO MAGICO 360ML","E","","21,90","24,19","20,90","","Leve 3 unidades por R$ 15,68 cada"
"7896018750852","CR PENTEAR HUGGIES KIDS BRILHO MAGICO 360ML","E","","14,90","22,25","18,90","","Leve 3 unidades por R$ 14,18 cada"
"7896018750869","SH HUGGIES KIDS NUTRICAO E FORCA 360ML","E","","17,90","20,65","17,90","","Leve 3 unidades por R$ 13,43 cada"
"7896018750876","COND HUGGIES KIDS NUTRICAO E FORCA 360ML","E","","17,90","24,19","20,90","","Leve 3 unidades por R$ 15,68 cada"
"7896018750883","CR PENTEAR HUGGIES KIDS NUTRICAO E FORCA 360ML","E","","16,90","22,25","18,90","","Leve 3 unidades por R$ 14,18 cada"
"7896018750968","SH HUGGIES KIDS NUTRICAO E FORCA HULK 360ML","E","","21,90","20,65","17,90","","Leve 3 unidades por R$ 13,43 cada"
"7896019601740","LANCY LACTA CHOCOLATE 30G CX C/30","E","","112,90","","","",""
"7896019602006","BOMBOM LACTA SONHO VALSA 20G CX C/50","B","","75,90","","","",""
"7896019602105","BOMBOM LACTA OURO BRANCO LACTA 20G CX C/51","B","","79,99","","","",""
"7896019607636","BISCOITO LACTA AMANDITA WAFER CREME COM CACAU 200G","D","","21,90","19,45","","",""
"7896019611749","LANCY LACTA CHOCOLATE 30G","E","","3,50","","","",""
"7896020160052","TENYS PE BARUEL PO ORIGINAL 100G","E","","12,90","12,49","11,89","",""
"7896020160069","TENYS PE BARUEL PO CANFORA 100G","E","","12,90","12,49","11,89","",""
"7896020160076","TENYS PE BARUEL PO MENTA FRESH 100G","E","","12,90","12,49","11,89","",""
"7896020160083","TENYS PE BARUEL PO WOMAN 100G","E","","12,90","","11,89","",""
"7896020160113","DES AERO TENYS PE BARUEL ORIGINAL 110G","D","","22,90","18,49","17,09","",""
"7896020160120","DES AERO TENYS PE BARUEL CANFORADO 110G","E","","22,90","18,49","17,19","",""
"7896020160151","DES AERO TENYS PE BARUEL ORIGINAL 150ML","E","","20,90","17,99","16,59","",""
"7896020160168","TENYS PE BARUEL JATO SECO CANFORADO 150ML","D","","21,90","","17,29","",""
"7896020160182","TENYS PE BARUEL AERO WOMAN 150ML","E","","17,90","17,99","16,79","",""
"7896020161721","TENYS PE BARUEL PO SPORT EDITION 100G","E","","12,90","12,49","11,89","",""
"7896020162155","REPELENTE BARUEL SPRAY KIDS 100ML","E","","8,60","","","",""
"7896020162452","KIT TENYS PE BARUEL ORIG 100G+WOMAN 100G","E","","19,90","18,74","17,09","",""
"7896020162629","SAB LIQ ANTISSEPTICO BARUEL 400ML","E","","15,90","","","",""
"7896020162650","DES AERO TENYS PE BARUEL SEM PERFUME 110G","E","","22,90","","19,99","",""
"7896020162674","TENYS PE BARUEL SEM PERFUME 100G","E","","12,90","","11,89","",""
"7896020162698","SH BARUEL BABY SUAVE 210ML","E","","12,90","","13,99","","Leve 3 unidades por R$ 10,49 cada"
"7896020162704","SH BARUEL BABY CAMOMILA 210ML","E","","12,90","","13,99","","Leve 3 unidades por R$ 10,49 cada"
"7896020162711","SH BARUEL BABY SONO TRANQUILO 210ML","E","","13,99","","13,99","","Leve 3 unidades por R$ 10,49 cada"
"7896020162728","SH BARUEL SUAVE BABY 400ML","C","","15,90","","16,79","","Leve 3 unidades por R$ 15,74 cada"
"7896020162742","COND BARUEL BABY SUAVE 210ML","D","","13,90","","14,99","","Leve 3 unidades por R$ 11,24 cada"
"7896020162759","COND BARUEL BABY CAMOMILA 210ML","E","","13,50","","14,99","","Leve 3 unidades por R$ 11,24 cada"
"7896020162766","COND BARUEL BABY SONO TRANQUILO 210ML","D","","13,50","","14,99","","Leve 3 unidades por R$ 11,24 cada"
"7896020162780","SAB LIQ BARUEL BABY GLICERINA 210ML","D","","16,90","","14,99","","Leve 3 unidades por R$ 11,24 cada"
"7896020162797","SAB LIQ BARUEL SONO TRANQUILO BABY 210ML","D","","16,50","","","",""
"7896020162803","SAB LIQ BARUEL BABY GLICERINA 400ML","D","","27,90","","19,19","","Leve 3 unidades por R$ 17,99 cada"
"7896020162810","SAB LIQ BARUEL SONO TRANQUILO BABY 400ML","C","","22,90","","19,19","","Leve 3 unidades por R$ 17,99 cada"
"7896020162841","CR ASSADURA BARUEL BABY 45G","E","","11,90","","10,39","","Leve 3 unidades por R$ 9,74 cada"
"7896020162858","CR ASSADURA BARUEL BABY 90G","E","","18,90","","","",""
"7896020162896","KIT BARUEL BABY SH SUAVE 400ML+SAB LIQ GLICERINA 210ML","E","","28,90","","","",""
"7896020162902","KIT BARUEL BABY SAB LIQ GLICERINA 400ML+SH SUAVE 210ML","D","","31,90","","29,99","","Leve 3 unidades por R$ 22,49 cada"
"7896020162919","KIT BARUEL BABY SH SUAVE 400ML+COND SUAVE 210ML SH 400ML+COND 210ML","D","","26,90","","","",""
"7896020163114","SAB LIQ C/GLICERINA REFIL BARUEL BABY 210ML","E","","11,90","","12,99","","Leve 3 unidades por R$ 9,74 cada"
"7896020163121","SAB LIQ REFIL BARUEL SONO TRANQUILO BABY 210ML","E","","12,90","","12,99","","Leve 3 unidades por R$ 9,74 cada"
"7896020163152","KIT BARUEL BABY SH SONO TRANQ 400ML+COND SONO TRANQ 210ML SH 400ML+COND 210ML C/2UN","E","","26,90","","","",""
"7896020163190","REPARADOR P/ CALCANHARES DANIFICADOS TENYS PE 60G","E","","38,90","","39,99","",""
"7896020163558","PERF COLONIA LAVANDA BARUEL BABY TOQUE DE FRESCOR 120ML","E","","17,90","","","",""
"7896020163565","PERF COLONIA BARUEL SONO TRANQUILO 120ML","E","","18,90","","","",""
"7896020163572","SH BARUEL BABY 2EM1 210ML","E","","14,90","","","",""
"7896020682233","CESTO PARA LIXO AGATA INOX C/PEDAL 12LTS","E","","119,00","","","",""
"7896023700088","CATARINENSE NUTRICAO PICOLINATO DE CROMO C/60 CAPS","D","ACÃO VITAMINAS","59,90","","","",""
"7896023700101","FIGATIL C/20 CPR","D","PROPAGADO","22,38","25,79","23,39","",""
"7896023700118","FIGATIL LIQUIDO 150ML","E","PROPAGADO","31,52","30,09","28,69","",""
"7896023700316","COMPLEXO B CATARINENSE C/60 CPS","E","SUPLEMENTO ALIMENTAR","44,56","","35,59","",""
"7896023700637","CATARINENSE CAMOMILA COMPOSTA 150ML","E","ACÃO VITAMINAS","39,90","38,59","28,69","",""
"7896023700811","CATARINENSE CAFEINA 200MG C/60 CAPS","E","ACÃO VITAMINAS","49,90","","","",""
"7896023701016","SUPRACORP OMEGA 3 1000 C/120 CPS","C","ACÃO VITAMINAS","69,90","","","",""
"7896023701054","CATARINENSE FITOCALM 30ML","E","","28,98","","","",""
"7896023701160","SUPRACORP A-Z C/60CPS","E","ACÃO VITAMINAS","54,90","","","",""
"7896023701207","SUPRACORP CABELOS E UNHAS C/60 CPS","E","ACÃO VITAMINAS","54,90","","","",""
"7896023701375","CATARINENSE VISIONMIX LUTEINA 10MG C/60 CPS","E","ACÃO VITAMINAS","69,90","","","",""
"7896023701436","ELIXIR PAREGORICO 0,05ML SOL ORAL C/30ML","E","PROPAGADO","21,59","26,09","26,19","",""
"7896023702198","OLEO DE LINHACA 1000MG C/120 CAPS","E","ACÃO VITAMINAS","69,90","","69,90","",""
"7896023702204","REIDRATANTE CATARINENSE 8,5G SACHE","C","PROPAGADO","2,99","","","",""
"7896023702501","SADOL 400ML","E","SUPLEMENTO ALIMENTAR","11,90","","","",""
"7896023703072","NUOVA COLAGENO HIDROLISADO C/60CPS","E","","64,43","","","",""
"7896023703263","SUPRACORP CALCIO MDK C/60 CPS","E","ACÃO VITAMINAS","59,90","","","",""
"7896023703379","CATARINENSE OLEO DE PRIMULA 1000MG C/40 CPS","E","ACÃO VITAMINAS","69,90","","","",""
"7896023703492","CATARINENSE COLAGENO VERISOL+VITAMINA C C/60 CPR","E","ACÃO VITAMINAS","56,50","","59,90","",""
"7896023703508","CATARINENSE HEDERA 150ML","C","03 - Preço Controlado Plugpharma","26,72","","29,48","",""
"7896023703737","SUPRACORP OMEGA 3 PLUS C/60 CAPS","E","ACÃO VITAMINAS","80,89","","89,90","",""
"7896023703751","SUPRACORP OMEGA 3 PLUS C/120 CAPS","E","ACÃO VITAMINAS","129,51","","169,90","",""
"7896023703997","OMEGA DO ALASCA CATARINENSE 1000MG C/30 CAPS","E","","116,90","","129,90","",""
"7896023704161","CATARINENSE DIMAGNESIO MALATO PREMIUM C/60 CPR","E","ACÃO VITAMINAS","49,90","","59,90","",""
"7896023704178","CATARINENSE DIMAGNESIO MALATO PREMIUM C/120 CPR","E","ACÃO VITAMINAS","80,50","","89,90","",""
"7896023705397","AGUA INGLESA 500ML","E","PROPAGADO","39,41","44,99","42,39","",""
"7896023706011","SUPRACORP HOMEM C/60 CPS","C","ACÃO VITAMINAS","54,90","","","",""
"7896023706028","SUPRACORP MULHER C/60 CPS","D","ACÃO VITAMINAS","54,90","","","",""
"7896023706035","SUPRACORP POLIVITAMINICO 50+ C/60 CPS","C","ACÃO VITAMINAS","54,90","","","",""
"7896023707377","CATARINENSE COENZIMA Q10 100MG C/30 CÁPS","E","ACÃO VITAMINAS","79,90","91,49","98,49","",""
"7896023707858","OMEGA 3 VEG CATARINENSE C/30 CAPS","E","","68,90","","","",""
"7896023707872","CATARINENSE FITOCALM C/20 CPR","C","ACÃO VITAMINAS","37,90","","28,09","",""
"7896023708176","SUPRACORP HOMEM C/30 CAPS","E","","20,90","","","",""
"7896023708626","MELAGRIAO SPRAY EXTRA FORTE 30ML","E","","21,90","","18,90","",""
"7896023708671","SUPRACORP CLORETO DE MAGNESIO P.A C/60 CPR","D","ACÃO VITAMINAS","44,90","","","",""
"7896023709456","SUPRACORP NUOVA PELE SABOR ABACAXI C/30 SACHE 12G","E","","108,70","","","",""
"7896023709463","FLUINASAL CLORETO DE SODIO 0,9%","E","PROPAGADO","35,04","","","",""
"7896023710957","MIX DE FIBRAS CATARINENSE NUTRICAO 300G","E","","75,95","","","",""
"7896023713477","CATARINENSE FITOVITAL C/60 CAPS","E","ACÃO VITAMINAS","98,90","","43,59","",""
"7896023713958","CATARINENSE VITAMINA D 1000 UI NUTRIÇAO C/30 CPS","E","ACÃO VITAMINAS","36,72","","","",""
"7896023714276","SUPRACORP CALCIO 600+D3+K2 C/60 CPR","E","ACÃO VITAMINAS","59,90","","","",""
"7896023714467","CATARINENSE BETA CAROTENO C/60 CPS","E","ACÃO VITAMINAS","49,90","","","",""
"7896023714825","GLUTAMINA CATARINENSE NUTRICAO 250G","E","","67,90","","","",""
"7896023714900","MELAGRIAO PROPOLIS VERDE C/60 CPS","E","","37,90","","31,99","",""
"7896023716430","SUPRACORP CATARINENSE VITAMINA C 1000G","E","ACÃO VITAMINAS","46,90","","44,59","",""
"7896023718076","KIT SUPRACORP CATARINENSE OMEGA 3 1000MG 300CAPS","D","ACÃO VITAMINAS","129,90","112,99","111,49","",""
"7896023718533","CATARINENSE ACIDO HIALURONICO 150MG C/30 CAPS","E","","81,90","","","",""
"7896023719004","CATARINENSE TRIPOFANO NUTRIÇÃO 860MG C/60 CPR","E","","100,54","","59,90","",""
"7896023719127","SUPRACORP VITAMINA D 1000 UI C/30 CPS","E","ACÃO VITAMINAS","34,99","","","",""
"7896023719134","SUPRACORP VITAMINA D 2000 UI C/30 CPS","C","ACÃO VITAMINAS","39,90","","","",""
"7896023719141","SUPRACORP VITAMINA E 400 MG C/30 CPS","E","ACÃO VITAMINAS","39,90","","","",""
"7896023719165","SUPRACORP KIT OMEGA C/3 UND","E","ACÃO VITAMINAS","129,90","","","",""
"7896023719899","CATARINENSE MELAGRIAO XPE 150ML","D","PROPAGADO","19,90","24,39","28,89","",""
"7896023719912","MELAGRIAO SPRAY TUTTI-FRUTTI 30ML","E","","16,90","","18,90","",""
"7896023720451","SUPRACORP ULTRA COFFEE C/60 CPR","E","","58,55","","49,90","",""
"7896023721120","SUPRACORP CALKADE MDK MAGNESIO C/60 CPR","E","","49,90","","","",""
"7896023721168","SUPRACORP SUPRACOFFEE CAFE VERDE C/60 CPS","E","","41,90","","","",""
"7896023722110","SUPRACORP TRIPTOFANO C/60 CPS","E","ACÃO VITAMINAS","59,90","","","",""
"7896023722165","SUPRACORP ENERGIA C/60 CPS","E","ACÃO VITAMINAS","54,90","","","",""
"7896023722332","SUPRACORP IMUNIDADE C/60 CPS","E","ACÃO VITAMINAS","54,90","","","",""
"7896023722721","CATUAMA EXTRATO FLUIDO 500ML","E","SUPLEMENTO ALIMENTAR","45,12","72,55","","",""
"7896023724602","MELAGRIAO VIT C KIDS 30 GUMMIES LAR+MOR","E","","20,99","","","",""
"7896023725999","SAL AMARGO CATARINENSE 15G","B","PROPAGADO","2,99","","","",""
"7896023727849","POLIVITAMINICO IMUNIDADE C/60 CAPS","E","","33,81","","","",""
"7896023727917","SUPRACORP POLIVITAMINICO BARIATRICO C/60 CPR","E","ACÃO VITAMINAS","56,90","","","",""
"7896023727948","PASTILHA MELAGRIAO VITAMINA C LIMAO E MELC/20 PASTILHAS","E","PROPAGADO","10,33","","10,59","",""
"7896023728419","PASTILHA MELAGRIAO VITAMINA C EXTRA FORTE C/20 PASTILHAS","E","PROPAGADO","10,33","","","",""
"7896023728778","SUPRACORP COLAGENO TIPO II 40MG C/30 CPS","E","","82,00","","","",""
"7896023729294","SUPRACORP VITAMINA C 1000 MG C/30 CPR","D","ACÃO VITAMINAS","46,90","","","",""
"7896023732782","SUPRACORP TRIPLO IMUNO C/30 CPR","E","ACÃO VITAMINAS","59,90","","","",""
"7896023732911","SUPRACORP GUMMIES POLIVITAMINICO C/30 GOMAS","C","ACÃO VITAMINAS","54,90","","","",""
"7896023733031","SUPRACORP TRIPLO IMUNO C/30 CPR","E","","54,90","","51,59","",""
"7896023733390","CATARINENSE ZINCO QUELATO NUTRICAO C/30 CPS","E","ACÃO VITAMINAS","34,90","","32,79","",""
"7896023737312","SIMETICONA CATARINENSE 125MG C/10 CAPS","E","SIMILAR PRA VENDER MUITO!","6,93","","8,57","",""
"7896023739545","SUPRACORP PROPOLIS C/ 60 CAP","E","ACÃO VITAMINAS","44,90","","","",""
"7896023740862","CALO OFF CALICIDA 5ML","E","SIMILAR PRA VENDER MUITO!","20,32","","","",""
"7896023743009","GINKGO BILOBA C/30 CPR","C","02 - Preço Controlado Plugpharma","21,71","","21,79","",""
"7896023743085","SUPRACORP POLIVITAMINICO KIDS MULTI 150 ML","E","SUPLEMENTO ALIMENTAR","32,82","","25,99","",""
"7896023747113","TRAUMAC SPORT ICE 125ML","E","PROPAGADO","29,08","","","",""
"7896023747151","TRAUMAC 125ML","C","PROPAGADO","29,91","","33,99","",""
"7896023747694","SUPRACORP POLIVITAMINICO KIDS 150ML","E","ACÃO VITAMINAS","44,90","","","",""
"7896023747892","SUPRACORP PRO AGE SHAKE CHOCOLATE 360G","E","","52,90","","","",""
"7896023748950","SUPRACORP ZINCO QUELATO C/30 CAPS","E","ACÃO VITAMINAS","39,90","","","",""
"7896023752513","MELAGRIAO SPRAY PROPOLIS E GENGIBRE SABORMENTA 30ML","E","","16,00","","18,90","",""
"7896023756849","FIGATIL FLAC 10ML","B","ITENS CESTÃO","2,19","2,49","2,69","Leve 6 e pague R$2,20 cada",""
"7896023765872","SUPRACORP PRO AGE SHAKE BAUNILHA 360G","E","","52,90","","","",""
"7896023766091","SUPRACORP VITAMINA D3 GOTAS 2000UI C/10ML","E","ACÃO VITAMINAS","37,90","","","",""
"7896023766114","SUPRACORP VITAMINA D3 KIDS 200 UI 20ML","E","ACÃO VITAMINAS","29,90","","","",""
"7896023769559","SUPRACORP GUMMIES KIDS TUTTI-FRUTTI C/30 GOMAS","E","","39,90","","","",""
"7896023770180","CATARINENSE MELATONINA NUTRICAO SEM SABOR C/60 CAPS","E","PROPAGADO","35,90","","36,69","",""
"7896023770548","SUPRACORP BEAUTY COLAGENO PELE ABACAXI C/30 ENVELOPES","E","ACÃO VITAMINAS","129,90","","","",""
"7896023770685","SUPRACORP BEAUTY BEAUTY CARE  C/30 CPR","E","ACÃO VITAMINAS","49,90","","","",""
"7896023770708","SUPRACORP BEAUTY ACIDO HIALURONICO 150MG C/30 CPS","E","ACÃO VITAMINAS","89,90","","","",""
"7896023770784","SUPRACORP BEAUTY COENZIMA Q10 C/30 CPR","E","SUPLEMENTO ALIMENTAR","76,13","","","",""
"7896023770975","CATARINENSE FITOCALM C/90 CPR","E","ACÃO VITAMINAS","30,96","","","",""
"7896023771330","SUPRACORP BEAUTY COLAGENO FIBRAS VERISOL 300G","E","ACÃO VITAMINAS","150,00","","","",""
"7896023771811","CATARINENSE MELATONINA NUTRICAO MARACUJA C/60 CPR","D","ACÃO VITAMINAS","34,90","","34,99","",""
"7896023775413","SUPRACORP BEAUTY COLAGENO VERISOL+HIALURONICO 300G","E","ACÃO VITAMINAS","150,00","","","",""
"7896023776083","MELATONINA SUPRACORP SEM SABOR GOTAS 20ML","C","ACÃO VITAMINAS","32,90","","","",""
"7896023776540","CATARINENSE NUTRICAO MULTI POLIVITAMINICO ANTIOX C/30 CPS","E","ACÃO VITAMINAS","45,90","","","",""
"7896023776564","CATARINENSE NUTRICAO RESVERATROL 165MG 30 CPS","E","ACÃO VITAMINAS","109,90","","117,09","",""
"7896023778926","SUPRACORP PRO AGE POLIVITAMINICO 50+ PLUS C/60 CPS","E","ACÃO VITAMINAS","69,90","","","",""
"7896023779459","CATARINENSE ARTRO ULTRA COLAGENO TIPO II C/30 CAPS","E","ACÃO VITAMINAS","94,90","","97,09","",""
"7896023779473","CATARINENSE ARTRO ULTRA COLAGENO TIPO II C/90 CPS","E","ACÃO VITAMINAS","179,80","","194,19","",""
"7896023780332","MELAGRIAO VITAMINA C 1G C+D+ZN C/30 CPR","E","","30,90","","","",""
"7896023782787","SUPRACORP MOROCORP C/60 CPR","E","ACÃO VITAMINAS","109,90","","","",""
"7896023785535","CATARINENSE PHYTOVEIN C/45 CPS","E","03 - Preço Controlado Plugpharma","55,17","","","",""
"7896023787539","CATARINENSE NUTRICAO CURCUMA C/30 CAPS","E","ACÃO VITAMINAS","64,90","","66,19","",""
"7896023788796","CATARINENSE G500 BALSAMICO XPE GUACO 150ML","E","ACÃO VITAMINAS","21,90","","","",""
"7896023789939","SUPRACORP NACTEINA XPE 40MG/ML 120ML","C","ACÃO VITAMINAS","29,90","","","",""
"7896023790300","SUPRACORP NACTEINA PO 600MG C/16 SACHE","C","ACÃO VITAMINAS","39,90","","","",""
"7896023791581","PASTILHA MELAGRIAO VITAMINA C LARANJA C/5 PASTILHAS","C","PROPAGADO","3,49","","","",""
"7896023791666","PASTILHA MELAGRIAO LIMAO S/ ACUCAR C/5 UNID","E","PROPAGADO","3,21","","4,69","",""
"7896023791697","PASTILHA MELAGRIAO VITAMINA C MENTA C/5 PASTILHAS","E","PROPAGADO","3,49","","3,39","",""
"7896023791703","PASTILHA MELAGRIAO MENTA S/ ACUCAR C/5 UNID","E","PROPAGADO","3,41","","","",""
"7896023792274","OLEO DE PRIMULA C/45 CAPS","E","","38,90","37,39","49,90","",""
"7896023792571","CATARINENSE OLEO DE CARTAMO 1000MG C/90 CAPS","E","ACÃO VITAMINAS","89,90","71,30","","",""
"7896023793332","MELAGRIAO SPRAY LIMAO 30ML","E","","19,90","","24,49","",""
"7896023793349","MELAGRIAO SPRAY LARANJA 30ML","E","","16,90","","18,90","",""
"7896023793745","MELAGRIAO EXTRATO DE PROPOLIS 30ML","E","","26,99","","38,79","",""
"7896023794018","SUPRACORP CATARINENSE OMEGA 3 1000MG 120CAPS","E","ACÃO VITAMINAS","59,90","74,39","82,59","",""
"7896023798177","CATARINENSE CALKADE MSK MAGNESIO 500+D3+K2 C/60 CPR","E","ACÃO VITAMINAS","64,90","","","",""
"7896024402257","LOCAO HIDRAT SUAVITY AVEIA/GELEIA REAL 500ML","E","","6,59","","","",""
"7896024402264","LOCAO HIDRAT SUAVITY AMENDOA/AVEIA 500ML","E","","6,59","","","",""
"7896024402271","LOCAO HIDRAT SUAVITY PROSAS/VITAMINA B5 500ML","E","","6,59","","","",""
"7896024402288","LOCAO HIDRAT SUAVITY ALGAS MARINHAS/ALOEVERA 500ML","E","","6,59","","","",""
"7896024402295","LOCAO HIDRAT SUAVITY ABACATE/VITAMINA E 500ML","E","","6,59","","","",""
"7896024402301","LOCAO HIDRAT SUAVITY PROINAS LEITE/ALGODAO 500ML","E","","6,59","","","",""
"7896024402318","LOCAO HIDRAT SUAVITY S/PERFUME 500ML","E","","6,59","","","",""
"7896024402325","LOCAO HIDRAT SUAVITY MORANGO/CHAMPANHE 500ML","E","","6,59","","","",""
"7896024402332","LOCAO HIDRAT SUAVITY OLEO ARGAN/MACADAMIA 500ML","E","","6,59","","","",""
"7896024403216","SAB LIQ SUAVITY LAVANDA/ALGODAO 500ML","E","","8,90","","","",""
"7896024403230","SAB LIQ SUAVITY AVEIA/MEL 500ML","E","","8,90","","","",""
"7896025500273","PENTE CABELO MARCO BONI C/2 UNID","E","","3,50","","","",""
"7896025500372","PENTE MARCO BONI KIDS P/CASPA E PIOLHO","C","","3,00","","","",""
"7896025500402","LIXA DE UNHA MARCO BONI C/06 UND","C","","3,50","","","",""
"7896025500419","LIXA P/PES MARCI BONI MD REF 6003","E","","6,90","","","",""
"7896025500563","PENTE MARCO BONI GLITTER MEDIO","E","","5,50","","8,40","",""
"7896025500860","PENTE MARCO BONI REF 1254","E","","10,50","","","",""
"7896025500938","LIXA METALICA PEQUENA MARCO BONI","E","","7,90","","","",""
"7896025500945","LIXA METALICA GRANDE MARCO BONI","E","","8,90","","","",""
"7896025501041","ESC CABELO MARCOBONI MASCULINA PRETA","E","","1,50","","3,29","",""
"7896025501058","PINCEL DE BARBA CABO MADEIRA PEQUENA","E","","12,90","","","",""
"7896025501065","PINCEL P/ BARBA MARCO BONI REF 1381B","E","","21,90","","","",""
"7896025501768","LIXA DE UNHA MARCO BONI 4 FACES POLIDORA","E","","6,00","","","",""
"7896025501911","ESC DE CABELO REDONDA MARCO BONI","E","","19,50","","","",""
"7896025502093","KIT PENTE MARCO BONI C/6 UNID","D","","16,90","","","",""
"7896025502406","PINCEL P/ TINTURA DE CABELO (MARCO BONI)","C","","6,99","","","",""
"7896025502444","LIXA DE UNHA MARCO BONI 3 FACES POLIDORA","D","","6,80","","","",""
"7896025502772","BOB MARCO BONI C/2 UNID REF 4307","E","","9,90","","","",""
"7896025502789","ESPONJA BANHO MARCO BONI REF 6023","C","","7,99","","","",""
"7896025502796","BOBES MARCO BONI AUTOADERENTE C/12 UNID","E","","23,90","","","",""
"7896025502871","PENTE MARCO BONI USO DIARIO MEDIO","D","","8,50","","","",""
"7896025502895","ESC UNHA MARCO BONI","D","","8,65","","","",""
"7896025502970","PENTE PONTIAGUDO MARCO BONI","E","","6,90","","","",""
"7896025502987","LIXA PES MARCO BONI","E","","7,90","","","",""
"7896025502994","LIXA P/PES MARCO BONI REF 6002","E","","7,50","","","",""
"7896025503090","KIT MARCO BONI PENTE DE BOLSO C/2 UNID","E","","7,90","","7,95","",""
"7896025503472","ESC CABELO MARCO BONI C/CORPO EM MADEIRA","E","","27,50","","","",""
"7896025503526","PEDRA POME MARCO BONI NATURAL","C","","2,90","","","",""
"7896025503557","BUCHA VEGETAL MARCO BONI","E","","9,90","","","",""
"7896025503847","ELASTICO CABELO MARCO BONI SOFT COLORS 100UN","D","","4,20","","4,23","",""
"7896025503922","ESC CAB CLASSIC DE MADEIRA 32MM MARCO BONI","E","","19,50","","","",""
"7896025504004","PINCA MARCO BONI ALTA PRECISAO PONTA FINA","E","","12,50","","","",""
"7896025504424","PINCA MARCO BONI CROMADA PONTA CHANFRADA","C","","7,99","","","",""
"7896025504899","CARIMBO DE UNHA MARCO BONI","E","","7,00","","","",""
"7896025505087","PENTE MARCO BONI BLACK POWER REF 1424","E","","8,50","","","",""
"7896025505247","PENTE SUPER ESPACADO MARCO BONI","E","","8,50","","","",""
"7896025505353","SABONETEIRA MARCO BONI","E","","5,90","","","",""
"7896025505506","CURVADOR CILIOS M BONI 8410B","E","","13,50","","","",""
"7896025505513","APONTADOR DE LAPIS MARCO BONI R. 8411","E","","8,90","","","",""
"7896025505629","TOUCA BANHO MARCO BONI PLAST","E","","3,90","","","",""
"7896025506015","ESC CABELO MARCO BONI BRUSHING CABO MADEIRA MEDIO REF 7656T","E","","22,90","","","",""
"7896025506022","ESC DE CABELO CABO MADEIRA MARCO BONI","E","","18,50","","","",""
"7896025506039","ESC CABELO MARCO BONI MADEIRA C/ CERDAS DE NYLON REF 7662T","E","","20,50","","","",""
"7896025506176","TOUCA PLASTICA MARCO BONI METALIZADA","E","","7,50","","","",""
"7896025507135","ESPONJA BANHO MARCO BONI KIDS","C","","18,90","","","",""
"7896025507449","KIT MARCO BONI VIAGEM 80ML C/3 UNID","E","","26,90","","","",""
"7896025507593","ESC BANHO MARCO BONI C/ CABO DE PLASTICO","E","","22,50","","","",""
"7896025508927","ESC CABELO LEILA CAB MARCO BONI","E","","20,55","","","",""
"7896025508934","ESC CABELO MARCO BONI VAZADA PRAIA E PISCINA","E","","25,50","","","",""
"7896025509085","ESC CABELO MARCO BONI FINA P/ACABAMENTO","E","","23,90","","","",""
"7896025509405","TOUCA METALIZADA MARCO BONI C/ISOPOR","E","","10,90","","","",""
"7896025509412","TOUCA REFLEXO MARCO BONI EM PVC","E","","6,90","","","",""
"7896025509580","TESOURA P/CUTICULAS MARCO BONI ALTA PRECISAO","E","","12,90","","","",""
"7896025509597","TESOURA PARA UNHAS MARCO BONI","C","","11,90","","","",""
"7896025510067","PINCEL BARBA MARCO BONI","E","","17,50","","","",""
"7896025510685","ESC CABELO MARCO BONI HAYDEE CAB","E","","14,90","","","",""
"7896025511149","PENTE IONIZADO MARCO BONI MEDIO","E","","6,90","","","",""
"7896025511262","KIT MARCO BONI INF LIXA+CORTADOR+TESOURA ROSA","E","","21,50","","","",""
"7896025511392","PUFF PARA PO COMPACTO (MARCO BONI)","E","","11,50","","","",""
"7896025511460","LIXAS POLIDORAS P/ UNHAS (MARCO BONI) CX C/48","E","","239,90","","","",""
"7896025511545","BLOCO POLIDOR MARCO BONI CX C/36","B","","210,90","","","",""
"7896025511606","CORTADOR DE UNHA MARCO BONI  CX C/72","B","","159,55","","","",""
