ean,name,curve,book,price,drogal_price,drogasil_price,drogal_observation,drogasil_observation,subsidiary_one_stock,subsidiary_two_stock
"7891024122556","KIT COLGATE CR DENTAL 70G+ENXAGUANTE 250ML","D","","23,07","25,75","","","","2","3"
"7896261018310","CATAFLAM PRO EMULGEL 150G","E","02 - Preço Controlado Plugpharma","76,06","76,89","","","","1","1"
"7899547533132","PERLID 1MG/ML SOL OR 30ML","E","03 - Preço Controlado Plugpharma","53,71","59,49","","","","0","0"
"7896269900945","FLUTIVATE 0,5MG/G CR 15G","E","02 - Preço Controlado Plugpharma","52,15","52,09","","","","0","0"
"7891106915595","FIRIALTA 10MG C/28 CPR REVEST","E","PROPAGADO","182,52","186,99","","","","1","1"
"7897129302541","VITACID PLUS CR 15G","E","PROPAGADO","119,87","115,79","","","","1","1"
"7898949409717","SH TIO NACHO ANTI-IDADE 415ML","E","","31,90","26,99","","","","0","0"
"7896004703732","GN SULFAMETOXAZOL+TRIMETOPRIMA 200+40MG SUSP 100ML EMS","E","BORA VENDER GENÉRICO 3.0","9,99","5,93","","","","0","1"
"7898495602358","CAPSFEN 600MG C/10 CAPS CIFARMA","E","SIMILAR PRA VENDER MUITO!","26,19","22,49","","","","0","0"
"7500435172578","APAR DEPIL GILLETTE VENUS SUAVE SENSITIVE C/2 UNID","B","","17,90","15,55","","","","1","3"
"7894916513722","KOLLIS GOTAS 8ML","E","","135,18","121,99","","","","1","0"
"7500435118507","CR PENTEAR PANTENE CACHO 3 ABC 240G","E","","19,90","20,09","","Leve 2 e pague R$13,59 cada","","2","1"
"4005900036728","DES AERO MAN NIVEA BLACK WHITE INVISIBLE 150ML","D","LEVE E PAGUE PERFUMARIA","12,99","12,65","","","","3","5"
"8710103902904","MAM AVENT ANT COLIC+AIR FREE 1+ 260ML","E","","94,90","87,35","","","","0","0"
"7891150055698","SH CLEAR WOMEN ANTICASPA DETOX DIARIO CHA VERDE E ALEC 200ML","E","","17,90","23,99","","","","0","0"
"7898430191336","LYNAX LUBRIFICANTE INTIMO 30G","E","","86,23","81,59","","","","0","0"
"7896306624025","CHOCOLATE TRENTO AVELA CHOCO BRANCO 32G CX C/ 16 UNID","E","","2,75","2,45","","","","0","0"
"7899026415355","ESM COLORAMA JABUTICABA 8ML","C","","6,90","7,05","","","","0","2"
"7897595612397","GN ALOPURINOL 100MG C/60 CPR(SAN)","E","02 - Preço Controlado Plugpharma","16,16","15,79","","","","1","0"
"7897947604384","KIT DERMAFEME SAB INTIMO FLORAL SIMARIA 200ML C/2 UNID","E","","18,90","21,65","","","","3","3"
"7896306616389","CHCOLATE TRENTO CHOCOLATE BRANCO DARK 32G","E","","3,50","2,45","","","","0","0"
"7896255766401","BETASERC 24MG C/30 CPR","E","03 - Preço Controlado Plugpharma","62,52","56,49","","","","1","1"
"8429420184077","PROT SOLAR E BRONZEADOR  ISDIN  HYDROOIL 200ML","E","DERMOCOSMETICOS","120,51","89,89","","","","1","0"
"7891010253196","PROT SOLAR FACIAL NEUTROGENA SUNFRESH FAC OIL F70 40G","E","PERFUMARIA CESTÃO","69,90","68,99","","Leve 2 e pague R$34,49 cada","","2","0"
"7891008124026","BARRA CHOCOLATE GAROTO MEIO AMARGO 80G","C","","8,50","6,65","","","","0","0"
"7896852619001","SH AMEND OLEOS MARROQUINOS 300ML","E","","56,50","59,25","","","","0","0"
"7891058002602","GN DIPIRONA 1G C/10 CPR MEDLEY","E","BORA VENDER GENÉRICO 3.0","13,89","12,79","","","","9","7"
"7891058002343","MOBILITY OSCAL 500MG C/60 CPR","E","","94,90","122,55","","","","1","5"
"7896261016255","GALVUS MET 50+850MG C/56 CPR REVEST","E","PROPAGADO","242,02","243,81","","","","1","4"
"7891150067417","SAB LIQ DOVE NUTRICAO INDULGENTE REF 200ML","E","","9,90","8,15","","","","0","0"
"7896006221012","DEWS 5MG GTS 10ML","E","03 - Preço Controlado Plugpharma","46,69","47,19","","","","1","1"
"7896714200699","CORTICORTEN 20MG C/20 CPR","C","SIMILAR PRA VENDER MUITO!","18,00","16,89","","","","1","1"
"7891010890292","GEL SECATIVO NEUTROGENA 15G","E","DERMOCOSMETICOS","42,96","50,29","","","","0","0"
"7897595901330","PURAN T4 150MCG C/30 CPR","D","03 - Preço Controlado Plugpharma","22,04","22,39","","Leve 3 e pague R$17,78 cada","","2","2"
"7891037744356","CR DENTAL CLOSEUP RED HOT 90G","E","","2,95","4,29","","","","2","3"
"7896015529284","VANISTO 62,5MCG SPRAY C/30 DOSE","E","02 - Preço Controlado Plugpharma","197,96","196,09","","","","0","0"
"7891024131183","ENX BUCAL COLGATE FRESH MINT L500 P350ML","D","","19,90","22,15","","","","2","1"
"7896094210127","GEL HIDRAT VAGINAL BELAMY 2,5G C/8 APLIC","E","DERMOCOSMETICOS","101,61","93,69","","","","1","1"
"4005900662026","DES NIVEA BLACK&WHITE INVISIB CLEAR KIT C/2 UNID 150ML","E","","21,50","23,02","","","","0","0"
"7899706178273","PROT SOLAR ANTHELIOS AE PIGMENTATION COR MORENA FPS50 40G","E","DERMOCOSMETICOS","113,58","96,49","","","","3","2"
"7891035991110","PRES JONTEX SENSACAO INVISIVEL C/2 UNID","E","","20,79","21,09","","","","3","3"
"7896671693893","MASC FLORES E VEGETAIS MATIZANTE PLATINADO 200G","D","","27,90","28,85","","","","1","1"
"7898920041448","CREATINA MONOHIDRATADA 300G","D","","89,65","109,89","","","","4","2"
"4005900919625","LC DEO-HIDRATANTE NIVEA BELEZA RADIANTE PELE NEGRA 400ML","E","","27,90","27,25","","","","8","1"
"5000456028387","XIGDUO XR 10+1000MG C/30 CPR REVEST","E","PROPAGADO","212,16","195,62","","","","3","3"
"7896015530181","ESC DENT SENSODYNE MULTI PROTECAO MACIA","D","","13,90","12,95","","","","2","3"
"7896006201731","PRIMOSISTON C/30 CPR","E","PROPAGADO","45,68","42,79","","","","1","1"
"7891040089956","ESPARADRAPO NEXCARE IMPERMEAVEL BRANCO 12MM X 3M","E","","6,90","8,05","","","","2","2"
"7891037000322","CR PENTEAR SEDA CACHO DEFINIDO 300ML","E","","9,50","10,49","","","","2","2"
"7898103650955","ACALMIL FITO 40/30/50MG C/20 CPR","E","SIMILAR PRA VENDER MUITO!","23,34","17,99","","","","0","1"
"7896423488883","CHOCOLATE SNICKERS BRANCO 42G","B","","4,50","5,09","","","","26","22"
"7891317003739","TAMIRAM 500MG C/10 CPR REVEST","E","02 - Preço Controlado Plugpharma","152,47","158,99","","","","0","0"
"7898948648513","ANDRACTIV C/30 CAPS GEL","E","","193,22","172,79","","","","0","1"
"7896548198292","MAXIDEX POM OFT 3,5G NOVATRIS","E","02 - Preço Controlado Plugpharma","34,07","29,78","","","","1","0"
"7897595901866","SAB LIQ INTIMO DERMACYD FEMINA FLORAL 200ML","D","","28,90","28,69","","Leve 2 e pague R$20,99 cada","","1","1"
"7896641813603","VENVANSE 50MG C/28 CAPS","E","01 - Preço Controlado Plugpharma","487,89","460,36","","","","2","2"
"7896472513307","BUPROVIL 600MG C/20 CPR","E","03 - Preço Controlado Plugpharma","14,55","16,49","","","","0","1"
"7897517919597","UNHAS RICCA CHOCOLATE C/24 UNID","E","","19,90","32,09","","","","1","2"
"3282779340298","KIT AVENECLEANANCE GEL LIMPEZA PURIFICANTE 150G+CLEANANCE40G","E","DERMOCOSMETICOS","71,91","54,95","","","","0","0"
"7896512927149","KIT SAB PHEBO AMARELO C/8 UNID","E","","44,50","42,32","","","","0","0"
"7896548198957","SYSTANE UL SOL OFT 15ML","E","PROPAGADO","85,68","92,55","","","","1","3"
"7899824401291","NEVRIX 100+100+5ML C/60 CPR","E","02 - Preço Controlado Plugpharma","137,75","131,39","","","","2","0"
"7891033016419","SH EUDORA HIALURONICA 250ML","E","","50,90","40,99","","","","2","2"
"7899706197564","COND ELSEVE CACHO SELADOR 200ML","E","","17,90","22,99","","","","4","1"
"7898927111090","OSCILLOCOCCINUM C/30 TUBOS","E","PROPAGADO","289,50","252,19","","","","0","1"
"7899706170857","COND ELSEVE LONGO SONHOS 200ML","E","","17,90","22,99","","","","2","1"
"7896094920910","DORIL ENXAQUECA C/8 CPR","C","PROPAGADO","17,75","18,19","","","","2","2"
"7891350040388","ESM RISQUE LIVRE PARA BRILHAR CHEGA E ARRASA 8ML","E","","8,50","7,99","","","","0","0"
"7899706187367","SH ELSEVE HIDRA HIALURONICO 400ML","D","","26,90","29,99","","","","1","2"
"6001159123927","OLEO CORPORAL BIO-OIL 60ML","E","","66,90","60,75","","","","0","0"
"7896422524636","GN CLORIDRATO DE AMITRIPTILINA 25MG C/30 CPR MEDLEY","B","03 - Preço Controlado Plugpharma","8,51","7,79","","","","7","4"
"7896112401315","GN MONONITRATO DE ISOSSORBIDA 20MG C/30 CPR BIOLAB","E","BORA VENDER GENÉRICO 3.0","7,13","8,89","","","","2","1"
"7896112405856","LIVALO 2MG C/30 CPR","E","02 - Preço Controlado Plugpharma","116,15","106,41","","","","1","0"
"4005800220012","POMADA REPARADORA EUCERIN AQUAPHOR 20G","E","DERMOCOSMETICOS","64,71","43,59","","","","0","0"
"7896658011412","ADINOS GEN 0,5+1MG/G GEL CR 30GR","E","03 - Preço Controlado Plugpharma","45,59","44,09","","","","3","-1"
"7898414851966","IMECAP HAIR C/60 CPS","E","SUPLEMENTO ALIMENTAR","51,02","38,79","","","","1","0"
"7892953101865","TECNOMET 2,5MG C/20 CPR","E","PROPAGADO","37,06","33,79","","","","3","1"
"7896422504720","GN CLORIDRATO DE TERBINAFINA 250MG C/28 CPR MEDLEY","E","BORA VENDER GENÉRICO 3.0","89,77","100,01","","","","0","1"
"7896004712581","GN CEFALEXINA 1G C/8 CPR REVEST EMS","E","02 - Preço Controlado Plugpharma","79,98","56,07","","","","2","6"
"7897460401422","SILIMALON C/30 DRG","D","02 - Preço Controlado Plugpharma","70,55","64,79","","","","2","1"
"7898024397915","NUTELLA B-READY CHOCOLATE 22G","B","","5,49","5,95","","","","24","31"
"7896007540631","ABS INTIMUS COBERTURA SECA ABAS C/8 UNID","E","","6,90","4,99","","","","3","3"
"7896663300273","PROPOMALVA SPRAY PROPOLIS APIS FLORA ANTISSEP 30ML","E","","15,90","28,99","","","","1","2"
"7896676435672","LUNAH 2MG/ML 10ML","E","PROPAGADO","57,49","55,79","","","","2","1"
"7899026420595","CR PENTEAR ELSEVE REPARACAO TOTAL 5 250ML","E","","18,99","23,99","","","","1","2"
"7891024183007","FIO DENTAL COLGATE 50ML","E","","15,90","13,99","","","","3","3"
"7896014140497","TIN LOREAL IMEDIA CASTANHO CLARO ACINZENTADO COR 5.1","E","","23,99","32,15","","","","1","2"
"7896342912117","TORNOZELEIRA SPORT MERCUR  TAM PP  C/1 UNID","E","","49,90","54,15","","","","0","0"
"7896094208094","IUMI C/24 CPR REVEST","E","ANTICONCEPCIONAIS","51,40","53,62","","","","2","4"
"7891158000195","NOCTAL 2MG C/20 CPR B1","E","02 - Preço Controlado Plugpharma","24,36","24,99","","","","0","3"
"7897930762701","SAB DERMOTIVIN SOFT 90G","E","DERMOCOSMETICOS","32,31","31,65","","","","0","1"
"7898037086639","BELLADONA POM 25G","D","PROPAGADO","41,09","37,29","","","","4","3"
"7896523209142","GN NEOMICINA+BACITRACINA POM 15G CIMED","E","BORA VENDER GENÉRICO 3.0","8,97","10,29","","","","39","2"
"4005900521897","SAB HIDRAT NIVEA AVEIA 85G","E","","3,39","2,65","","","","2","1"
"7891268101706","DEPO-MEDROL 40MG C/1AMP 2ML","E","02 - Preço Controlado Plugpharma","24,55","26,09","","","","1","0"
"7896637023443","LONIUM 40MG C/30 CPR REVEST","E","PROPAGADO","67,29","69,29","","","","1","2"
"7897947611177","SAB ACNEZIL LIMPEZA PROFUNDA 90G","E","","14,90","14,29","","","","0","0"
"7896004720869","GN ACIDO MEFENAMICO 500MG C/24 CPR EMS","E","BORA VENDER GENÉRICO 3.0","21,60","15,29","","","","0","2"
"3337875686471","PROT SOLAR LA ROCHE ANTHELIOS HYDRAOX ANTI-IDADE FPS60 50G","E","DERMOCOSMETICOS","102,51","99,99","","","","0","0"
"7896094207516","ELANI 28 C/28 CPR REVEST","E","ANTICONCEPCIONAIS","67,39","67,47","","","","3","3"
"7896007541874","ABS INTERNO INTIMUS SUPER C/8 UNID","D","","10,90","8,95","","","","3","2"
"7891317010751","DEXALGEN NF INJ AMP C/2ML (FRACIONADO) CX C/3","B","03 - Preço Controlado Plugpharma","45,57","46,89","","","","2","2"
"7891150035881","SAB LIQ DOVE BABY CARINHO E PROTECAO 180ML","E","","12,90","10,85","","","","0","0"
"7896306623783","CHCOLATE TRENTO BITES DUO 32G","E","","3,50","7,35","","","","10","8"
"7891150057487","SAB LIQ DOVE ANTI STRESS MICELAR 250ML","E","","15,50","9,89","","","","2","3"
"619205390047","PASTA DE AMENDOIM DR PEANUT COOKIES & CREAM 600G","E","","56,50","64,89","","","","1","1"
"3282770394047","HIDRAT FACIAL DARROW SUAVIE AQUANSENSI 40G","E","DERMOCOSMETICOS","60,75","73,79","","","","0","0"
"7898549755726","COR-SELECT 5MG C/30 CPR","E","02 - Preço Controlado Plugpharma","124,37","125,19","","","","1","0"
"7896006205913","VODOL AEROSSOL 75G","E","SIMILAR PRA VENDER MUITO!","56,82","49,09","","","","1","1"
"7898087340354","LOCAO OLEOSA DERSANI BABY ASSADURAS 50ML","E","DERMOCOSMETICOS","26,01","27,29","","","","0","2"
"7896004709307","GN DEFLAZACORTE 6MG C/20 CPR(EMS)","E","BORA VENDER GENÉRICO 3.0","48,77","37,26","","","","1","1"
"7898216365685","GN AZITROMICINA 600MG PO SUSP 15ML PHARLAB","E","02 - Preço Controlado Plugpharma","27,64","22,79","","","","1","6"
"7891142981608","KIT MANTECORP PROT SOLAR FPS60+SAB LIQ 60ML","E","DERMOCOSMETICOS","89,90","69,89","","","","0","0"
"7899706187480","MASC ELSEVE  LOREAL TRAT HIDRA HIALU 300G","E","","25,90","29,99","","","","1","3"
"7896094928046","AAS PROTECT C/30 CPR REVEST","B","PROPAGADO","20,07","17,45","","","","6","8"
"7896044900061","DES AERO GIOVANNA BABY SILVER 150ML","E","","20,50","18,99","","","","1","0"
"7891010249939","HIPOGLOS TRANSPARENTE 30G","E","","28,50","29,45","","","","3","3"
"7506306241176","DES AERO DOVE INVISIBLE DRY 150ML","E","LEVE E PAGUE PERFUMARIA","19,59","20,29","","","","3","1"
"7899852021737","ESM VULT PAZ E AMOR BLUE FESTIVAL 8 ML","E","","6,99","9,25","","","","0","0"
"7896004708744","GN TRIANCINOLONA ACETO+SULFATO DE NEOM+GRAMICI+NIST CR 30G","E","BORA VENDER GENÉRICO 3.0","23,26","13,50","","","","1","1"
"7891000248829","KIT KAT NESTLE DARK 41,5G","E","","4,90","5,89","","","","15","15"
"8903855062006","VENLIFT OD 75MG C/30 CAPS","E","03 - Preço Controlado Plugpharma","94,18","87,74","","Leve 2 e pague R$86,60 cada","","3","2"
"7898903925697","CERA DEPIL FACIAL DEPIROLL ALGAS C/8 PARES","C","","14,90","16,79","","","","2","2"
"7891150094932","MASC TRAT DOVE BRILHO 270G","E","","38,50","39,89","","","","1","1"
"8429420192256","PROT SOLAR ISDIN FOTOP HYDROLOTION FPS50 200ML","E","DERMOCOSMETICOS","119,61","89,89","","","","2","2"
"7896699014175","ESC LOLLY ROSA REF 7082","E","","25,50","39,35","","","","2","0"
"7509546665306","CR DENTAL COLGATE LUMI WHITE CARVAO ATIVADO 140G","E","","14,50","14,59","","","","1","2"
"7896658004124","NOVOCILIN 400MG/5ML 100ML","E","02 - Preço Controlado Plugpharma","42,57","46,59","","","","2","3"
"7891721012884","CLINFAR 20MG C/30 CPR REVEST","E","02 - Preço Controlado Plugpharma","45,59","41,69","","","","2","1"
"7891058002596","ALLEGRA 120MG C/2 CPR","E","PROPAGADO","18,52","17,99","","","","0","1"
"7897595601889","GN CITRATO DE TAMOXIFENO 10MG C/30 CPR SANDOZ","E","03 - Preço Controlado Plugpharma","85,32","66,10","","","","4","0"
"7897337705004","ARCOXIA 90MG C/14 CPR","E","02 - Preço Controlado Plugpharma","135,10","134,79","","","","0","1"
"7896422505666","GN MELOXICAM 15MG C/10 CPR MEDLEY","D","03 - Preço Controlado Plugpharma","16,09","12,89","","","","2","2"
"7898569760427","GN ROSUVASTATINA CALCICA 5MG C/60 CPR ALTHAIA","E","03 - Preço Controlado Plugpharma","42,53","32,49","","","","0","0"
"7891010254957","LOCAO HIDRAT NEUTROGENA NORWEGIAN S/FRAG 200ML","E","","62,90","60,79","","","","2","3"
"7896026120494","MALVATRICIN SPRAY 50ML","E","02 - Preço Controlado Plugpharma","46,74","37,99","","","","1","1"
"7891317489533","FLUXENE 20MG C/28 CAPS","E","02 - Preço Controlado Plugpharma","96,12","97,99","","","","0","0"
"7501007457789","SH PANTENE BRILHO EXTREMO 200ML","E","","16,90","16,05","","","","3","2"
"7896026120425","MALVATRICIN SOL ORAL 100ML","E","03 - Preço Controlado Plugpharma","39,32","37,79","","","","0","0"
"7896222717948","PRES OLLA SENSITIVE C/3 UNID","E","","13,09","12,39","","","","3","3"
"7896241279908","PROPILRACIL 100MG C/30 CPR","E","PROPAGADO","27,46","30,19","","","","1","3"
"7891317476663","ESC 10MG C/60 CPR REVEST","E","02 - Preço Controlado Plugpharma","105,30","104,09","","","","2","5"
"7891317018221","GN CEFADROXILA 500MG C/8 CAPS EURO","C","02 - Preço Controlado Plugpharma","39,12","17,99","","","","1","0"
"7897316801390","CROMOLERG 2% SOL OFT 5ML","E","03 - Preço Controlado Plugpharma","14,50","12,49","","","","2","1"
"7899706193993","PROT SOLAR VICHY CAPITAL SOLEIL UV AGE DAILY FPS60 40G","E","DERMOCOSMETICOS","113,94","104,69","","","","2","1"
"7500435209342","SH PANTENE PRO V MIRACLES EQUILIBRIO 175ML","E","","16,90","16,05","","","","2","0"
"7896382706493","HUMALOG MIX 25 100UI/ML KWIKPEN C/1 CANETA 3ML","E","02 - Preço Controlado Plugpharma","65,46","63,65","","","","2","6"
"7897129301513","HIXIZINE 25MG C/30 CPR","E","03 - Preço Controlado Plugpharma","53,15","51,59","","","","2","2"
"7896714219301","HISTAMIN 2MG C/20 CPR","E","03 - Preço Controlado Plugpharma","10,63","8,89","","","","5","2"
"7898430194009","PEALIV 300MG C/30CPR","E","","122,95","113,60","","","","0","1"
"7891150036390","COND DOVE BABY 200ML","E","","16,95","14,89","","","","2","2"
"7891033930470","COND EUDORA HIALURONICA 250ML","E","","52,90","50,65","","","","1","2"
"7897595634177","ZINNAT 500MG C/14 CPR SANDOZ","E","01 - Preço Controlado Plugpharma","324,07","326,46","","","","2","3"
"7891182991971","ESM RISQUE TECNOLOGY BASE FORTALECEDORA CB 8ML","E","","7,50","6,59","","","","3","3"
"7898079000570","PRES PRUDENCE SENSITIVE RETARDANTE C/6 UNID","E","","27,39","20,95","","","","0","0"
"7897947617506","HIDRAT LABIAL CARMED BFF ROSA GLITTER 10G","E","","24,90","29,95","","","","2","4"
"7896181909088","DERMOMAX 4% CR 5GR","E","02 - Preço Controlado Plugpharma","28,78","24,19","","","","2","1"
"7896004710402","GN DESONIDA 0,5MG/G CR 30G EMS","E","01 - Preço Controlado Plugpharma","27,62","12,89","","","","2","1"
"7898671422312","BASE RUBY ROSE SERUM FEELS MOOD FPS20","E","","9,99","14,99","","","","0","0"
"7896676435184","PLENIGELL 5MG/ML SOL OFT 5ML","D","03 - Preço Controlado Plugpharma","27,68","27,69","","","","3","1"
"7898430193484","NASOAR 0,9 LAVAGEM NASAL C/30 ENV+APLIC","E","","84,46","52,35","","","","2","1"
"7896112421498","XEFO 8MG C/30 CPR","E","03 - Preço Controlado Plugpharma","44,80","40,79","","","","0","1"
"7896714292854","GN VILDAGLIPTINA 50MG C/60 CPR NEO","E","01 - Preço Controlado Plugpharma","111,59","100,59","","","","1","1"
"7899706244084","COND ELSEVE PURE HIALURONICO 200ML","E","","17,90","22,99","","","","0","1"
"7891317015213","MUD CR 10MG","E","01 - Preço Controlado Plugpharma","18,34","18,29","","","","0","1"
"7891317432386","MUSCULARE 10MG C/30 CPR REVEST","E","03 - Preço Controlado Plugpharma","39,60","41,99","","","","2","1"
"7898569763015","GN OLMESARTANA 20MG C/30 CPR ALTHAIA","E","BORA VENDER GENÉRICO 3.0","29,89","24,99","","","","1","1"
"7896044999553","SAB LIQ GIOVANNA BABY CLASSIC 500ML","E","","34,50","32,99","","","","1","3"
"7891142206053","SERUM FACIAL MANTECORP REJUVENESCEDOR GLYCARE NIGHT 30ML","E","DERMOCOSMETICOS","251,56","199,89","","","","0","1"
"7898549755627","COR-SELECT 2,5MG C/30 CPR","E","02 - Preço Controlado Plugpharma","64,02","65,39","","","","0","1"
"7896004732930","IBUFLEX 400MG C/8 CPS MOLES","D","SIMILAR PRA VENDER MUITO!","16,21","11,29","","","","4","7"
"7899706175951","KIT ELSEVE SH 375ML+COND LONGO DOS SONHOS 170ML","C","","32,99","27,99","","","","0","0"
"7897517913090","COLA UNHA POST BELLIZ 5G C/PINCEL","E","","15,90","17,99","","","","0","1"
"7897322709727","ADDERA D3 7.000UI C/4 CAPS MOLE","E","02 - Preço Controlado Plugpharma","37,73","39,93","","","","2","1"
"7896112480846","SERENUS 0,2+0,15+1,5MG C/20 CPR","E","02 - Preço Controlado Plugpharma","56,50","37,69","","","","0","1"
"7891010255725","REFIL HYDRO BOOST NEUTROGENA WATER GEL 50G","D","","62,90","53,99","","","","2","3"
"7891024008799","ESC DENT INF COLGATE TANDY C/2 UNID","E","","11,90","13,79","","","","1","2"
"7891317007454","REHIDRAT 50MG NATURAL C/4 ENV","E","PROPAGADO","32,82","32,79","","","","1","3"
"7896033216753","BOMBA TIRA LEITE LILLO TAM PP","E","","49,99","36,99","","","","0","0"
"7896676416879","PINAZAN 25MG C/30 CPR","E","PROPAGADO","49,05","48,39","","","","2","0"
"7896004752808","GN RISEDRONATO SODICO 150MG C/1 CPR GERMED","E","BORA VENDER GENÉRICO 3.0","69,91","34,99","","","","0","0"
"7898079005704","COLETOR MENSTRUAL DESC PRUD SOFTCUP C/4","E","","39,90","36,45","","","","0","1"
"7896112403326","SINUSTRAT HIDRAT NASAL SPRAY 30ML","E","PROPAGADO","46,13","39,90","","","","0","1"
"7891142142771","EPIDAC OC BARRA 90G","E","DERMOCOSMETICOS","36,99","43,39","","","","0","0"
"7506339398434","CR DENTAL ORAL B STAGES FROZEN 100G","E","","12,90","14,59","","","","0","3"
"7894916513661","NIVUX 100+20MG C/12 CPR","E","02 - Preço Controlado Plugpharma","52,50","56,89","","","","1","4"
"7896641812811","INZELM 20MG C/30 CPR","E","PROPAGADO","191,99","182,29","","","","2","3"
"7891033502677","PERF EUDORA KISS ME ROSA MARCANTE 50ML","E","","89,90","96,19","","","","0","0"
"7897595634146","ZINNAT 250MG 50ML","E","01 - Preço Controlado Plugpharma","193,40","194,83","","","","1","0"
"7891025115656","YOPRO CHOCOLATE  250ML","E","","8,99","10,85","","","","2","1"
"7891721202735","GN LEVOTIROXINA SODICA 200MCG C/30CPR MERCK","E","BORA VENDER GENÉRICO 3.0","28,98","29,19","","","","1","1"
"7898587766043","GEL LIMP EFFACLAR CONCENTRADO 60G","E","DERMOCOSMETICOS","51,21","47,49","","","","0","0"
"7891317018177","TOTACEF 500MG C/14 CPR EURO","E","02 - Preço Controlado Plugpharma","74,63","74,99","","","","1","2"
"7891010253813","CR FACIAL NEUTROGENA CAR MATT 3EM1 100G","E","","48,90","43,09","","","","3","3"
"7908236800728","FRONTAL XR 0,5MG C/30 CPR","E","02 - Preço Controlado Plugpharma","58,35","60,29","","","","2","0"
"7896422508209","GN GENFIBROZILA 600MG C/30 CPR MEDLEY","E","BORA VENDER GENÉRICO 3.0","74,04","59,30","","","","0","1"
"7896004774466","GN NITAZOXANIDA 500MG C/6 CPR GERMED","E","BORA VENDER GENÉRICO 3.0","34,27","25,99","","","","3","4"
"7891317177652","PRIMERA 20 C/21 CPR (FRACIONADO) CX C/3","E","03 - Preço Controlado Plugpharma","75,33","69,62","","","","1","1"
"7899547503647","GN RISPERIDONA 1MG/ML SOL ORAL 10ML PRATI","E","BORA VENDER GENÉRICO 3.0","49,94","37,06","","","","7","5"
"7896331701562","GINKOCAPS 80MG C/30 CAPS","E","SIMILAR PRA VENDER MUITO!","24,03","21,29","","","","0","0"
"7891142205674","PROT SOLAR FACIAL EPISOL COLOR TOM1 EXTRA CLARO F70 40ML","E","DERMOCOSMETICOS","94,41","74,09","","","","1","1"
"8710103873259","CHUP AVENT ULTRA AIR 0 A 6 MESES ROSA DECORADA","E","","39,90","42,79","","","","0","0"
"7896004734026","REPOPIL 0,035+2MG (FRACIONADO) 21 CPR LEGRAND CX C/3","E","02 - Preço Controlado Plugpharma","52,40","37,39","","","","0","0"
"7893454714813","CULTURELLE PROBIOTICO DIGESTIVA C/30 CAPS VEGETAIS","E","PROPAGADO","168,70","203,99","","","","1","2"
"7500435142700","CR DENTAL ORAL B THERAPY PURIFI 102G","E","","18,95","13,49","","","","2","0"
"7891010245085","ABS INTERNO OB COMFORT MEDIO C/16 UNID","C","","20,99","17,99","","","","2","2"
"7896006217572","COGNICX C/60 CPSL MOLES","E","SIMILAR PRA VENDER MUITO!","117,00","117,69","","","","1","0"
"7894916516457","TORAGESIC SL 10MG C/30 CPR","E","01 - Preço Controlado Plugpharma","41,93","41,90","","","","3","1"
"7899706254502","CR HIDRAT FACIAL MINERAL 89 VICHY 40ML","E","DERMOCOSMETICOS","121,41","93,19","","","","1","0"
"7896676430516","SENSAZ 10MG C/30 CPR","D","02 - Preço Controlado Plugpharma","150,75","151,99","","","","0","0"
"7897947612334","SPRAY BEPANTRIZ DERMA 50ML","E","DERMOCOSMETICOS","20,61","24,39","","","","1","1"
"7891317025809","GN DIPR DE BETA+SULF DE GENTAMICINA EURO 30G 0,64+1MG","E","BORA VENDER GENÉRICO 3.0","20,63","16,19","","","","2","2"
"4005900696830","SAB NIVEA FLOR DE LARANJEIRA 85G","E","","3,39","2,65","","","","1","3"
"7622210592781","BISCOITO TRAKINAS MORANGO 126G","B","","3,50","4,25","","","","3","2"
"7791293032436","DES AERO REXONA POWDER DRY 150ML","E","LEVE E PAGUE PERFUMARIA","18,99","17,85","","","","9","4"
"7891317414221","GN LEVOFLOXACINO 500MG C/10 CPR REVEST EURO","E","BORA VENDER GENÉRICO 3.0","57,93","64,49","","","","1","1"
"4005808850839","PROT LABIAL NIVEA MORANGO 4,8G","E","Ofertas Verão","21,90","24,49","","Leve 2 e pague R$16,90 cada","","7","20"
"8902220105935","TORVAL CR 500MG C/30 CPR REVEST","E","02 - Preço Controlado Plugpharma","68,38","68,69","","","","9","0"
"7896658017643","AXONIUM 5MG C/30 CPR","E","02 - Preço Controlado Plugpharma","123,45","127,09","","","","2","0"
"7891317003050","GN MESILATO DE DOXAZOSINA 4MG C/30 CPR EURO","C","BORA VENDER GENÉRICO 3.0","32,70","21,39","","","","1","2"
"7891172171666","LENCO PAPEL KLEENEX DE BOLSO C/10 UNID","E","","2,50","2,55","","","","37","25"
"7896012880173","FR BIGFRAL DERMA PLUS REGULAR MD C/8 UNID","E","","29,89","23,99","","","","1","4"
"7895296445313","GN RISPERIDONA 1MG/ML SOL ORAL 30ML NOVAQ","E","02 - Preço Controlado Plugpharma","52,90","27,81","","","","1","1"
"7897595609892","GN SINVASTATINA 40MG C/30 CPR REVEST SANDOZ","E","BORA VENDER GENÉRICO 3.0","19,99","21,39","","","","1","1"
"8429420113374","CR OLHOS ISDIN ANTI-IDADE K-OX EYES 15G","E","DERMOCOSMETICOS","241,28","213,99","","","","2","0"
