Cód. Barras/Etiq.,Embalagem,Curva ABC Qtd.,Caderno de Ofertas,Custo Médio Unit.,Preço Venda Unit.,Preço Oferta Unit.
7896006214731,BIOFLEXIS 40MG C/30 CAPS DURA ,E,,"16,87","42,40","42,40"
7896006214748,COLAGENO TIPO 2 BIOFLEXIS 40MG C/60 CAPS,E,SIMILAR PRA VENDER MUITO!,"35,79","70,68","57,75"
7896006214854,FRUTAXX ABACAXI SACHE 5G  CX C/50,A,SIMILAR PRA VENDER MUITO!,"9,51","119,50","83,65"
7896006214915,FRUTAXX ABACAXI SACHE 5G ,A,SIMILAR PRA VENDER MUITO!,"0,19","2,39","1,66"
7896006214946,TESS C/21 CPR REVEST,E,02 - Preço Controlado Plugpharma,"5,20","27,30","22,56"
7896006214991,GN CETOPROFENO 50MG C/24 CPR UNIAO,C,BORA VENDER GENÉRICO 3.0,"7,48","36,18","22,79"
7896006215677,ZOLPAZ 10 MG C/30 CPR REVEST,E,01 - Preço Controlado Plugpharma,"35,89","52,80","50,16"
7896006215677,ZOLPAZ 10 MG C/30 CPR REVEST,E,03 - Preço Controlado Plugpharma,"35,13","52,80","50,16"
7896006215714,CONIDRIN SALINA SPRAY 50ML,B,SIMILAR PRA VENDER MUITO!,"2,51","24,91","16,90"
7896006215714,CONIDRIN SALINA SPRAY 50ML,C,SIMILAR PRA VENDER MUITO!,"2,51","24,91","16,90"
7896006215714,CONIDRIN SALINA SPRAY 50ML,D,SIMILAR PRA VENDER MUITO!,"3,53","24,91","16,90"
7896006215936,EUDOK 10MG C/30 CPR ,E,01 - Preço Controlado Plugpharma,"51,88","79,48","75,51"
7896006215936,EUDOK 10MG C/30 CPR ,E,02 - Preço Controlado Plugpharma,"48,43","79,48","75,51"
7896006216254,XANTINON C/10 CPR CX C/10,A,PROPAGADO ,"43,67","57,78","46,81"
7896006216254,XANTINON C/10 CPR CX C/10,B,PROPAGADO ,"43,67","57,78","46,81"
7896006216308,ECOS 3MG/ML XPE 120ML,B,02 - Preço Controlado Plugpharma,"13,37","31,10","26,44"
7896006216308,ECOS 3MG/ML XPE 120ML,C,01 - Preço Controlado Plugpharma,"14,45","31,10","26,44"
7896006216308,ECOS 3MG/ML XPE 120ML,E,03 - Preço Controlado Plugpharma,"13,37","31,10","26,44"
7896006216315,CR ULTRAFIX S/ SABOR 40G,C,SIMILAR PRA VENDER MUITO!,"19,05","42,90","30,03"
7896006216315,CR ULTRAFIX S/ SABOR 40G,D,SIMILAR PRA VENDER MUITO!,"19,37","42,90","30,03"
7896006216322,CR ULTRAFIX S/ SABOR 68G,D,SIMILAR PRA VENDER MUITO!,"29,85","66,50","46,55"
7896006216322,CR ULTRAFIX S/ SABOR 68G,E,SIMILAR PRA VENDER MUITO!,"29,85","66,50","46,55"
7896006216339,ULTRAFIX CR S/SABOR 20G ,C,SIMILAR PRA VENDER MUITO!,"11,93","25,45","25,45"
7896006216339,ULTRAFIX CR S/SABOR 20G ,E,SIMILAR PRA VENDER MUITO!,"11,93","25,45","25,45"
7896006216476,GN ALENDRONATO DE SODIO 70MG C/4 CPR UNIAO,E,02 - Preço Controlado Plugpharma,"1,37","21,32","11,73"
7896006216483,XANTINON 100+20MG C/30 CPR,B,PROPAGADO ,"11,83","15,66","12,70"
7896006216483,XANTINON 100+20MG C/30 CPR,C,PROPAGADO ,"11,83","15,66","12,70"
7896006216520,ZEROLAC C/30 CAPS,C,SIMILAR PRA VENDER MUITO!,"24,71","44,90","35,35"
7896006216520,ZEROLAC C/30 CAPS,E,SIMILAR PRA VENDER MUITO!,"26,71","44,90","35,35"
7896006216537,XANTINON COMPLEX  10ML,E,02 - Preço Controlado Plugpharma,"2,18","42,59","38,61"
7896006216537,XANTINON COMPLEX  10ML,E,03 - Preço Controlado Plugpharma,"1,27","42,59","38,61"
7896006216544,GN CEFALEXINA 500MG C/10 CAPS UNIAO,B,BORA VENDER GENÉRICO 3.0,"10,36","37,55","21,60"
7896006216544,GN CEFALEXINA 500MG C/10 CAPS UNIAO,D,BORA VENDER GENÉRICO 3.0,"10,22","37,55","21,60"
7896006216568,LUBRIFICANTE K-SEX NATURAL GEL 50G,E,,"4,98","8,90","8,90"
7896006216582,K-SEX HOT GEL FR C/ 50G,E,,"1,99","6,50","6,50"
7896006216605,XANTINON COMPLEX 100ML,D,02 - Preço Controlado Plugpharma,"13,42","17,77","16,11"
7896006216605,XANTINON COMPLEX 100ML,E,01 - Preço Controlado Plugpharma,"13,42","17,77","16,11"
7896006216605,XANTINON COMPLEX 100ML,E,03 - Preço Controlado Plugpharma,"10,42","17,77","16,11"
7896006216629,XANTINON COMPLEX  10ML CX C/12,E,02 - Preço Controlado Plugpharma,"26,12","42,59","38,61"
7896006216636,XANTINON COMPLEX FLACONETE 10ML CX C/60,A,PROPAGADO ,"149,84","220,72","178,79"
7896006216636,XANTINON COMPLEX FLACONETE 10ML CX C/60,B,PROPAGADO ,"163,31","220,72","178,79"
7896006216711,"CRONOPLEX 7,5 MG/ML GTS 20ML",D,SIMILAR PRA VENDER MUITO!,"13,15","17,72","15,06"
7896006216711,"CRONOPLEX 7,5 MG/ML GTS 20ML",E,SIMILAR PRA VENDER MUITO!,"11,60","17,72","15,06"
7896006216766,GN CEFALEXINA 500MG C/8 CPS UNIAO,B,BORA VENDER GENÉRICO 3.0,"7,99","29,21","15,73"
7896006216766,GN CEFALEXINA 500MG C/8 CPS UNIAO,E,BORA VENDER GENÉRICO 3.0,"6,86","29,21","15,73"
7896006216797,XANTINON COMPLEX FLACONETE 10ML,A,PROPAGADO ,"2,50","3,18","2,88"
7896006216797,XANTINON COMPLEX FLACONETE 10ML,B,PROPAGADO ,"2,72","3,18","2,88"
7896006216803,LUVIS S C/30 CPS GEL,E,,"80,16","115,30","115,30"
7896006216827,LUVIS S C/60 CPS GEL,D,,"141,32","173,17","173,17"
7896006216827,LUVIS S C/60 CPS GEL,E,,"113,28","173,17","173,17"
7896006217374,LUMIER AGE S/SABOR C/30 SACHE,E,,"126,07","181,23","181,23"
7896006217459,NEOCOPAN COMPOSTO C/20 CPR REVEST,A,PROMOÇOES LEVE E PAGUE ,"9,35","19,03","16,18"
7896006217459,NEOCOPAN COMPOSTO C/20 CPR REVEST,B,PROMOÇOES LEVE E PAGUE ,"10,58","19,03","16,18"
7896006217480,NEOCOPAN COMPOSTO GTS 10ML,B,SIMILAR PRA VENDER MUITO!,"10,48","15,31","12,99"
7896006217480,NEOCOPAN COMPOSTO GTS 10ML,C,SIMILAR PRA VENDER MUITO!,"10,48","15,31","12,99"
7896006217572,COGNICX C/60 CPSL MOLES,E,SIMILAR PRA VENDER MUITO!,"98,08","130,00","117,00"
7896006217725,VITA SUPRAZ VIT E  400MG C/30 CAPS MOLE,E,SIMILAR PRA VENDER MUITO!,"14,00","16,99","11,90"
7896006218104,VITAMINA BIO-C TRIPLA ACAO C/30 CPR EFERV ,B,SIMILAR PRA VENDER MUITO!,"20,87","36,90","36,90"
7896006218104,VITAMINA BIO-C TRIPLA ACAO C/30 CPR EFERV ,C,SIMILAR PRA VENDER MUITO!,"14,43","36,90","36,90"
7896006218111,BIO-C TRIPLA ACAO C/10 CPR EFERV,C,SIMILAR PRA VENDER MUITO!,"4,99","13,86","13,79"
7896006218111,BIO-C TRIPLA ACAO C/10 CPR EFERV,E,SIMILAR PRA VENDER MUITO!,"8,98","13,86","13,79"
7896006218289,VITASUPRAZ AOX Q10 C/30 CAPS ,E,SIMILAR PRA VENDER MUITO!,"29,00","81,78","57,25"
7896006218487,FONT D 5.000UI C/30 CPR REVEST,E,SIMILAR PRA VENDER MUITO!,"19,42","81,14","44,97"
7896006218500,FONT D 7.000UI C/30 CPR REVEST,E,02 - Preço Controlado Plugpharma,"22,94","89,98","53,99"
7896006218517,FONT D 10.000UI C/4 CPR REVEST,E,PROMOÇOES LEVE E PAGUE ,"10,35","35,18","23,30"
7896006218524,FONT D 10.000 UI C/8 CPR,E,02 - Preço Controlado Plugpharma,"11,15","43,10","29,25"
7896006218531,FONT D 50.000UI C/04 CPR REVEST ,E,SIMILAR PRA VENDER MUITO!,"16,19","86,43","47,88"
7896006218548,FONT D 50.000UI C/08 CPR REVEST,E,SIMILAR PRA VENDER MUITO!,"32,53","153,67","75,65"
7896006218586,BIO C XR VITAMINA C C/30 CPR ,E,SIMILAR PRA VENDER MUITO!,"14,00","38,50","21,01"
7896006218593,FLEX HA VITAMINA C E D C/30 CPR,E,,"129,16","195,98","195,98"
7896006218982,L-CAPS D C/60 CPS,E,SUPLEMENTO ALIMENTAR ,"98,01","137,57","110,01"
7896006219002,LUVIS GOLD C/60 CAPS GEL ,C,PROPAGADO ,"122,26","169,38","140,00"
7896006219064,GN DIPROPIONATO BETAMET+FOSFAT DIS BETAM 5+2MG/ML 1AP+1SER,E,BORA VENDER GENÉRICO 3.0,"7,14","26,61","17,31"
7896006219088,FONT D 10.000UI C/4 CPR,B,02 - Preço Controlado Plugpharma,"9,42","35,18","24,34"
7896006219088,FONT D 10.000UI C/4 CPR,E,01 - Preço Controlado Plugpharma,"9,18","35,18","24,34"
7896006219088,FONT D 10.000UI C/4 CPR,E,03 - Preço Controlado Plugpharma,"10,58","35,18","24,34"
7896006219095,TEFLAN 20MG C/10 CPR,E,03 - Preço Controlado Plugpharma,"26,75","54,71","47,41"
7896006219132,FONT D 10.000UI C/8 CPR,E,01 - Preço Controlado Plugpharma,"10,37","43,10","29,25"
7896006219132,FONT D 10.000UI C/8 CPR,E,02 - Preço Controlado Plugpharma,"8,47","43,10","29,25"
7896006219248,FONT D 50.000UI C/4 CPR,B,SIMILAR PRA VENDER MUITO!,"16,56","86,43","43,14"
7896006219255,FONT D 50.000UI C/8 CPR,C,SIMILAR PRA VENDER MUITO!,"26,48","139,13","37,90"
7896006219255,FONT D 50.000UI C/8 CPR,D,SIMILAR PRA VENDER MUITO!,"23,25","139,13","37,90"
7896006219514,GN MESILATO DE DOXAZOSINA 2MG C/30 CPR UNIAO,C,01 - Preço Controlado Plugpharma,"3,54","32,99","18,14"
7896006219514,GN MESILATO DE DOXAZOSINA 2MG C/30 CPR UNIAO,D,02 - Preço Controlado Plugpharma,"5,23","32,99","18,14"
7896006219514,GN MESILATO DE DOXAZOSINA 2MG C/30 CPR UNIAO,D,BORA VENDER GENÉRICO 3.0,"5,22","32,99","19,80"
7896006219538,VITA SUPRAZ CQ10 CAP DURA 100MG C/30 CAPS,E,SIMILAR PRA VENDER MUITO!,"38,00","53,73","37,62"
7896006219545,SLOW K 600MG C/20 CPR ,B,PROPAGADO ,"13,74","19,37","16,78"
7896006219545,SLOW K 600MG C/20 CPR ,C,PROPAGADO ,"13,48","19,37","16,78"
7896006219545,SLOW K 600MG C/20 CPR ,D,PROPAGADO ,"13,38","19,37","16,78"
7896006219606,GN PARACETAMOL+FOSFATO DE CODEINA 500+30MG C/36 CPR UNIAO,C,02 - Preço Controlado Plugpharma,"18,60","73,48","55,11"
7896006219613,GN PARACETAMOL+FOSFATO DE CODEINA 500/30MG C/12 CPR UNIAO,D,BORA VENDER GENÉRICO 3.0,"6,42","27,89","15,06"
7896006219644,GN LORATADINA 10MG C/12 CPR UNIAO ,A,PROMOÇOES LEVE E PAGUE ,"2,11","17,54","6,99"
7896006219644,GN LORATADINA 10MG C/12 CPR UNIAO ,B,PROMOÇOES LEVE E PAGUE ,"2,11","17,54","6,99"
7896006219699,GN NIMESULIDA 100MG C/12 CPR UNIAO,A,PROMOÇOES LEVE E PAGUE ,"1,91","22,60","6,99"
7896006219712,GN CAFEINA+CARISOP+DICLOFENACO+PARACETAMOL C/30 CPR UNIAO,C,01 - Preço Controlado Plugpharma,"8,46","26,01","20,81"
7896006219712,GN CAFEINA+CARISOP+DICLOFENACO+PARACETAMOL C/30 CPR UNIAO,E,02 - Preço Controlado Plugpharma,"8,86","26,01","20,81"
7896006219897,XANTINON C/10 CPR,A,PROPAGADO ,"4,37","5,78","5,24"
7896006219897,XANTINON C/10 CPR,B,PROPAGADO ,"4,37","5,78","5,24"
7896006219927,"GN AMOXICILINA+CLAVULANATO 250MG+62,5MG/5ML SUSP 75ML UNIAO",C,BORA VENDER GENÉRICO 3.0,"21,96","68,20","54,56"
7896006219927,"GN AMOXICILINA+CLAVULANATO 250MG+62,5MG/5ML SUSP 75ML UNIAO",E,BORA VENDER GENÉRICO 3.0,"23,46","68,20","54,56"
7896006221012,DEWS 5MG GTS 10ML ,D,02 - Preço Controlado Plugpharma,"37,68","51,51","46,69"
7896006221012,DEWS 5MG GTS 10ML ,E,01 - Preço Controlado Plugpharma,"37,81","51,51","46,69"
7896006221012,DEWS 5MG GTS 10ML ,E,03 - Preço Controlado Plugpharma,"37,66","51,51","46,69"
7896006221043,"TESS 2+0,035MG C/21 CPR",C,02 - Preço Controlado Plugpharma,"16,48","27,30","22,56"
7896006221043,"TESS 2+0,035MG C/21 CPR",D,01 - Preço Controlado Plugpharma,"19,27","27,30","22,56"
7896006221067,GN RIVAROXABANA 10MG C/30 CPR UNIAO,D,BORA VENDER GENÉRICO 3.0,"21,08","199,02","44,00"
7896006221067,GN RIVAROXABANA 10MG C/30 CPR UNIAO,E,BORA VENDER GENÉRICO 3.0,"19,95","199,02","44,00"
7896006221074,GN RIVAROXABANA 15MG C/30 CPR UNIAO,E,02 - Preço Controlado Plugpharma,"19,95","206,12","133,98"
7896006221081,GN RIVAROXABANA 20MG C/30 CPR UNIAO,C,BORA VENDER GENÉRICO 3.0,"20,06","206,12","58,89"
7896006221081,GN RIVAROXABANA 20MG C/30 CPR UNIAO,E,BORA VENDER GENÉRICO 3.0,"16,86","206,12","58,89"
7896006222620,"OCTIFEN 0,25MG/ML SOL OFT 5ML",C,PROPAGADO ,"26,40","37,56","32,55"
7896006222620,"OCTIFEN 0,25MG/ML SOL OFT 5ML",E,PROPAGADO ,"24,64","37,56","32,55"
7896006222668,FLORASTOR 1 BILHAO LARANJA C/6 SACHE,B,UNIAO QUIMICA PRODUTOS FOCO,"9,66","22,95","22,95"
7896006222668,FLORASTOR 1 BILHAO LARANJA C/6 SACHE,E,UNIAO QUIMICA PRODUTOS FOCO,"9,57","22,95","22,95"
7896006222675,FLORASTOR PROBIOTICO 1 BILHAO C/12 CAPS ,A,SIMILAR PRA VENDER MUITO!,"12,93","54,44","29,10"
7896006222675,FLORASTOR PROBIOTICO 1 BILHAO C/12 CAPS ,B,SIMILAR PRA VENDER MUITO!,"13,25","54,44","29,10"
7896006222750,DCAL MDK C/30 CPR,C,SIMILAR PRA VENDER MUITO!,"33,98","59,90","54,99"
7896006222750,DCAL MDK C/30 CPR,E,SIMILAR PRA VENDER MUITO!,"19,55","59,90","54,99"
7896006222767,BIO C KIDS VITAMINA C C/10 CPR ,E,SUPLEMENTO ALIMENTAR ,"6,33","16,50","14,99"
7896006222781,VITASUPRAZ JUNIOR 120ML,E,SIMILAR PRA VENDER MUITO!,"11,44","16,50","11,55"
7896006222828,VITA SUPRAZ ENERGY C/30 CPR,E,SIMILAR PRA VENDER MUITO!,"25,48","44,00","30,80"
7896006222873,LEIBA SUPL ALIMENTAR C/12 CAPS DURA ,D,SIMILAR PRA VENDER MUITO!,"23,50","36,00","32,90"
7896006222873,LEIBA SUPL ALIMENTAR C/12 CAPS DURA ,E,SIMILAR PRA VENDER MUITO!,"23,66","36,00","32,90"
7896006222897,LEIBA LARANJA C/6 SACHES ,E,SIMILAR PRA VENDER MUITO!,"16,83","37,98","22,97"
7896006222903,LEIBA LARANJA C/20 CPR,E,SIMILAR PRA VENDER MUITO!,"25,17","35,35","29,90"
7896006224181,VODOL SPRAY 60ML,D,02 - Preço Controlado Plugpharma,"35,30","75,20","48,04"
7896006224181,VODOL SPRAY 60ML,D,03 - Preço Controlado Plugpharma,"32,81","75,20","48,04"
7896006224181,VODOL SPRAY 60ML,E,01 - Preço Controlado Plugpharma,"36,38","75,20","48,04"
7896006224297,UNINALTREX 50MG C/30 CPR REVEST,E,01 - Preço Controlado Plugpharma,"118,05","179,48","148,34"
7896006224297,UNINALTREX 50MG C/30 CPR REVEST,E,02 - Preço Controlado Plugpharma,"118,05","179,48","148,34"
7896006225010,"CYLOCORT POM 3,5G",E,PROPAGADO ,"27,07","38,63","33,47"
7896006225744,GN CLORIDRATO CLINDAMICINA 300MG C/16 CAPS UNIAO,C,BORA VENDER GENÉRICO 3.0,"16,73","114,81","57,47"
7896006225744,GN CLORIDRATO CLINDAMICINA 300MG C/16 CAPS UNIAO,D,BORA VENDER GENÉRICO 3.0,"16,21","114,81","57,47"
7896006225928,GN CARBAMAZEPINA 200MG C/30 CPR UNIAO,E,02 - Preço Controlado Plugpharma,"8,62","28,12","23,90"
7896006226208,BRITENS COLIRIO 5ML,E,01 - Preço Controlado Plugpharma,"83,64","122,16","100,97"
7896006226208,BRITENS COLIRIO 5ML,E,02 - Preço Controlado Plugpharma,"86,16","122,16","100,97"
7896006226208,BRITENS COLIRIO 5ML,E,03 - Preço Controlado Plugpharma,"81,62","122,16","100,97"
7896006226215,BRITENS COLIRIO 10ML,E,01 - Preço Controlado Plugpharma,"117,79","170,73","141,11"
7896006226215,BRITENS COLIRIO 10ML,E,02 - Preço Controlado Plugpharma,"117,26","170,73","141,11"
7896006227014,VITA JR SOL ORAL LARANJA 120ML,E,SUPLEMENTO ALIMENTAR ,"12,00","31,64","22,15"
7896006227021,VITA SUPRAZ HAIR C/60 CAPS ,E,SIMILAR PRA VENDER MUITO!,"14,99","28,01","19,61"
7896006227038,VITA SUPRAZ CALCIO+D3 C/60 CPR REVEST,E,SIMILAR PRA VENDER MUITO!,"10,92","39,90","27,93"
7896006227052,MEGA MATER C/30 CAPS ,E,,"71,91","101,67","101,67"
7896006227083,VITASUPRAZ IMUNO COMPLEX C/30 CPR,E,SIMILAR PRA VENDER MUITO!,"10,78","24,14","16,90"
7896006227090,BIO C IMUNE 5 C/30 CPR,E,SUPLEMENTO ALIMENTAR ,"10,54","34,90","34,90"
7896006228530,TESTE DE GRAVIDEZ BABY SURE FITA C/1 UNID,E,,"1,01","10,50","10,50"
7896006228547,TESTE DE GRAVIDEZ BABY SURE PRIME C/1 UNID,E,,"2,60","15,90","15,90"
7896006229803,DIGESTINA 10MG C/20 CPR UNIAO QUIMICA,B,SIMILAR PRA VENDER MUITO!,"6,20","29,15","16,80"
7896006229803,DIGESTINA 10MG C/20 CPR UNIAO QUIMICA,E,SIMILAR PRA VENDER MUITO!,"9,16","29,15","16,80"
7896006229964,BIO C C/10 CPR EFERV,C,SIMILAR PRA VENDER MUITO!,"6,58","18,95","12,96"
7896006229964,BIO C C/10 CPR EFERV,E,SIMILAR PRA VENDER MUITO!,"7,00","18,95","12,96"
7896006229971,BIO C 1G C/30 CPR EFERV,B,SIMILAR PRA VENDER MUITO!,"13,24","51,13","29,99"
7896006229971,BIO C 1G C/30 CPR EFERV,C,SIMILAR PRA VENDER MUITO!,"14,71","51,13","29,99"
7896006229971,BIO C 1G C/30 CPR EFERV,D,SIMILAR PRA VENDER MUITO!,"16,72","51,13","29,99"
7896006229988,BIO C 200MG/ML GTS 20ML,C,SIMILAR PRA VENDER MUITO!,"5,00","15,04","10,50"
7896006229988,BIO C 200MG/ML GTS 20ML,E,SIMILAR PRA VENDER MUITO!,"4,24","15,04","10,50"
7896006230052,"DRUSOLOL 2%+0,5% SOL OFT 5ML",D,01 - Preço Controlado Plugpharma,"68,68","100,19","82,81"
7896006230052,"DRUSOLOL 2%+0,5% SOL OFT 5ML",D,02 - Preço Controlado Plugpharma,"69,42","100,19","82,81"
7896006230052,"DRUSOLOL 2%+0,5% SOL OFT 5ML",E,03 - Preço Controlado Plugpharma,"67,74","100,19","82,81"
7896006230205,DIGESTINA 4MG/ML SOLUCAO ORAL 20ML,C,03 - Preço Controlado Plugpharma,"7,93","22,58","19,19"
7896006230205,DIGESTINA 4MG/ML SOLUCAO ORAL 20ML,E,01 - Preço Controlado Plugpharma,"7,03","22,58","19,19"
7896006230205,DIGESTINA 4MG/ML SOLUCAO ORAL 20ML,E,02 - Preço Controlado Plugpharma,"7,84","22,58","19,19"
7896006230618,GN AMOXICILINA 500MG C/21 CPS GEL (UNIAO),C,01 - Preço Controlado Plugpharma,"10,36","27,57","23,43"
7896006230618,GN AMOXICILINA 500MG C/21 CPS GEL (UNIAO),D,02 - Preço Controlado Plugpharma,"8,50","27,57","23,43"
7896006230618,GN AMOXICILINA 500MG C/21 CPS GEL (UNIAO),E,03 - Preço Controlado Plugpharma,"10,36","27,57","23,43"
7896006231103,GN DESOGESTREL UNIAO QUIM. 75MCG C/28 CPR,C,BORA VENDER GENÉRICO 3.0,"6,77","34,71","14,20"
7896006231103,GN DESOGESTREL UNIAO QUIM. 75MCG C/28 CPR,D,BORA VENDER GENÉRICO 3.0,"7,40","34,71","14,20"
7896006231103,GN DESOGESTREL UNIAO QUIM. 75MCG C/28 CPR,E,BORA VENDER GENÉRICO 3.0,"6,77","34,71","14,20"
7896006231127,GN DESOGESTREL UNIAO QUIM (FRACIONADO) C/28 CPR CX C/3,B,BORA VENDER GENÉRICO 3.0,"19,49","83,36","49,99"
7896006231127,GN DESOGESTREL UNIAO QUIM (FRACIONADO) C/28 CPR CX C/3,E,BORA VENDER GENÉRICO 3.0,"31,56","83,36","49,99"
7896006231134,"MYLUS 0,075MG C/28 CPR",E,02 - Preço Controlado Plugpharma,"33,74","47,66","39,39"
7896006231134,"MYLUS 0,075MG C/28 CPR",E,03 - Preço Controlado Plugpharma,"34,99","47,66","39,39"
7896006234067,CICLO 21 C/21 CPR ,A,SIMILAR PRA VENDER MUITO!,"6,77","10,65","8,09"
7896006234067,CICLO 21 C/21 CPR ,B,SIMILAR PRA VENDER MUITO!,"6,77","10,65","8,09"
7896006234517,TANDRIFLAN C/30 CPR ,D,SIMILAR PRA VENDER MUITO!,"10,59","42,07","25,60"
7896006234517,TANDRIFLAN C/30 CPR ,E,SIMILAR PRA VENDER MUITO!,"10,95","42,07","25,60"
7896006234524,TANDRIFLAN C/15 CPR,B,02 - Preço Controlado Plugpharma,"5,29","21,05","16,63"
7896006234524,TANDRIFLAN C/15 CPR,E,01 - Preço Controlado Plugpharma,"3,70","21,05","16,63"
7896006234524,TANDRIFLAN C/15 CPR,E,03 - Preço Controlado Plugpharma,"5,63","21,05","16,63"
7896006236009,FOLDAN 50MG/G POM 45G,E,01 - Preço Controlado Plugpharma,"27,14","43,77","39,68"
7896006236009,FOLDAN 50MG/G POM 45G,E,02 - Preço Controlado Plugpharma,"29,11","43,77","39,68"
7896006236009,FOLDAN 50MG/G POM 45G,E,03 - Preço Controlado Plugpharma,"26,79","43,77","39,68"
7896006238508,GN TENOXICAM 20MG C/10 CPR UNIAO ,C,BORA VENDER GENÉRICO 3.0,"8,76","37,88","26,52"
7896006238508,GN TENOXICAM 20MG C/10 CPR UNIAO ,D,BORA VENDER GENÉRICO 3.0,"8,76","37,88","26,52"
7896006238508,GN TENOXICAM 20MG C/10 CPR UNIAO ,E,BORA VENDER GENÉRICO 3.0,"8,47","37,88","26,52"
7896006238706,UNI HIOSCIN 10MG C/20 CPR REVEST,E,02 - Preço Controlado Plugpharma,"9,39","21,84","18,56"
7896006238751,"PILEM 0,75MG C/2 CPR",E,SIMILAR PRA VENDER MUITO!,"1,58","21,35","12,01"
7896006240105,CORTISONAL 10MG/G CREME 20G,E,02 - Preço Controlado Plugpharma,"1,83","29,49","23,30"
7896006240419,MUCOFAN 20MG/ML XPE PED 100ML,E,PROPAGADO ,"10,80","19,02","16,86"
7896006240457,MUCOFAN 50MG/ML XPE 100ML,E,01 - Preço Controlado Plugpharma,"15,02","26,97","24,45"
7896006240457,MUCOFAN 50MG/ML XPE 100ML,E,02 - Preço Controlado Plugpharma,"15,02","26,97","24,45"
7896006240457,MUCOFAN 50MG/ML XPE 100ML,E,03 - Preço Controlado Plugpharma,"15,02","26,97","24,45"
7896006240723,DOXAPROST 4MG C/30 CPR,C,SIMILAR PRA VENDER MUITO!,"20,62","71,06","38,56"
7896006240723,DOXAPROST 4MG C/30 CPR,D,SIMILAR PRA VENDER MUITO!,"21,18","71,06","38,56"
7896006241003,"CELESTRAT 2+0,25MG C/20 CPR",C,SIMILAR PRA VENDER MUITO!,"6,59","21,58","14,90"
7896006241003,"CELESTRAT 2+0,25MG C/20 CPR",E,SIMILAR PRA VENDER MUITO!,"6,88","21,58","14,90"
7896006242758,GN BROMAZEPAM 6MG C/30 CPR UNIAO,E,BORA VENDER GENÉRICO 3.0,"7,30","38,75","23,25"
7896006245247,GN CLORIDRATO DE PROPRANOLOL 40MG C/30 CPR UNIAO,C,BORA VENDER GENÉRICO 3.0,"1,04","8,76","5,89"
7896006245247,GN CLORIDRATO DE PROPRANOLOL 40MG C/30 CPR UNIAO,E,BORA VENDER GENÉRICO 3.0,"0,97","8,76","5,89"
7896006245322,DIAMOX 250MG C/25 CPR,E,02 - Preço Controlado Plugpharma,"15,02","22,71","18,77"
7896006245322,DIAMOX 250MG C/25 CPR,E,03 - Preço Controlado Plugpharma,"15,00","22,71","18,77"
7896006245339,DIAMOX 250MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"19,28","27,26","22,53"
7896006245339,DIAMOX 250MG C/30 CPR,E,02 - Preço Controlado Plugpharma,"19,28","27,26","22,53"
7896006245339,DIAMOX 250MG C/30 CPR,E,03 - Preço Controlado Plugpharma,"19,28","27,26","22,53"
7896006246541,HISTADIN 10MG C/12 CPR,E,SIMILAR PRA VENDER MUITO!,"4,23","22,57","19,18"
7896006247319,DEXANEURIN AEB 2ML+1ML CX C/3,E,01 - Preço Controlado Plugpharma,"15,51","45,43","39,37"
7896006247319,DEXANEURIN AEB 2ML+1ML CX C/3,E,02 - Preço Controlado Plugpharma,"31,94","45,43","39,37"
7896006247746,HISTADIN 1MG/ML XPE 100ML,E,01 - Preço Controlado Plugpharma,"9,40","20,20","17,17"
7896006247746,HISTADIN 1MG/ML XPE 100ML,E,02 - Preço Controlado Plugpharma,"9,52","20,20","17,17"
7896006247746,HISTADIN 1MG/ML XPE 100ML,E,03 - Preço Controlado Plugpharma,"14,96","20,20","17,17"
7896006248279,HISTADIN D 1/12MG/ML XPE 60ML,E,SIMILAR PRA VENDER MUITO!,"15,55","59,70","19,90"
7896006248316,HISTADIN D5/120MG C/12 CPR,E,SIMILAR PRA VENDER MUITO!,"28,53","58,25","49,51"
7896006248927,BETAPROSPAN 5+2MG/ML C/1 AMPOLA,C,02 - Preço Controlado Plugpharma,"8,46","28,30","24,06"
7896006248927,BETAPROSPAN 5+2MG/ML C/1 AMPOLA,D,01 - Preço Controlado Plugpharma,"8,49","28,30","24,06"
7896006248927,BETAPROSPAN 5+2MG/ML C/1 AMPOLA,E,03 - Preço Controlado Plugpharma,"7,06","28,30","24,06"
7896006252856,CICLOVULAR SOL INJ C/1 AMP 1ML+SER+AG,E,01 - Preço Controlado Plugpharma,"11,89","22,80","18,84"
7896006254799,GN BROMAZEPAM 3MG C/30 CPR UNIAO,E,BORA VENDER GENÉRICO 3.0,"4,61","26,61","15,97"
7896006255000,HEBRIN LIQ 30ML,E,02 - Preço Controlado Plugpharma,"12,55","22,74","20,61"
7896006257752,FLUCISTEIN 200MG/5G C/15 ENVELOPES,E,02 - Preço Controlado Plugpharma,"12,33","51,93","44,14"
7896006257929,BISALAX 5MG C/20 DRG,B,01 - Preço Controlado Plugpharma,"6,15","8,88","8,05"
7896006257929,BISALAX 5MG C/20 DRG,B,02 - Preço Controlado Plugpharma,"6,15","8,88","8,05"
7896006257929,BISALAX 5MG C/20 DRG,E,03 - Preço Controlado Plugpharma,"6,15","8,88","8,05"
7896006257943,BISALAX 5MG C/6 DRG CX C/25,B,SIMILAR PRA VENDER MUITO!,"42,95","66,73","46,72"
