ean,name,drogal_price,drogasil_price,drogal_observation,drogasil_observation
"7896658003561","Decadron Nasal Solução Nasal Nebulizador 20ml","33,39","38,19","",""
"7896658003653","Combiron Fólico 45 Comprimidos Revestidos","41,59","42,99","",""
"7896658003981","Fentizol 0,02g/g Creme Dermatológico 20g","39,49","40,79","",""
"7896658004124","Novocilin 400mg/5ml Suspensão Oral 100ml","42,69","41,17","",""
"7896658004148","Novocilin 875mg 14 Comprimidos","55,99","52,32","",""
"7896658004162","Novocilin 875mg 20 Comprimidos","94,99","88,42","",""
"7896658004292","Biofenac DI 50mg Sabor Cereja 10 Comprimidos Dispersíveis","15,56","19,19","",""
"7896658004308","Omepramix 7 Blísteres 56 Cápsulas/Comprimidos","246,68","171,09","",""
"7896658004360","Omepramix 7 Blísteres com Cápsulas e Comprimidos + 28 Cápsulas de Omeprazol","237,17","171,09","",""
"7896658004391","Artrolive 500mg + 400mg 90 Cápsulas","317,00","207,41","",""
"7896658004704","Tandrilax 15 Comprimidos","17,50","16,89","",""
"7896658004810","Remilev 250 + 60mg caixa com 10 comprimidos revestidos","65,89","73,49","",""
"7896658004834","Vertix 5mg/ml Sabor Baunilha Gotas 30ml","12,49","12,39","",""
"7896658004841","Somalium 2,5mg/ml Solução Oral Gotas 20ml","23,49","24,99","",""
"7896658004858","Artrolive 500mg + 400mg 30 Cápsulas","109,09","115,99","",""
"7896658005053","Allestra 30 63 Drágeas","74,49","","",""
"7896658005084","Nisulid 100mg Sabor Limão 12 Comprimidos Dispersíveis","58,99","58,39","",""
"7896658005091","Fentizol 0,02g/g Creme vaginal 40g + 7 Aplicadores Descartáveis 5g","38,29","43,99","",""
"7896658005121","Nisulid 100mg 12 Comprimidos","57,99","59,99","",""
"7896658005138","Nisulid 50mg/ml Suspensão Oral Gotas 15ml","37,39","","",""
"7896658005145","Prelone 20mg 10 Comprimidos","27,79","30,81","",""
"7896658005176","Xarope Expectorante Transpulmin Sabor Mel 150ml","27,30","37,98","",""
"7896658005190","Andantol Gel 7,5mg/g 40g","19,71","21,63","",""
"7896658005299","Flogoral Spray Sabor Cereja 30ml","36,99","39,76","",""
"7896658005305","Flogoral Spray Sabor Menta 30ml","36,19","37,79","",""
"7896658005312","Flogoral Creme Dental Sabor Menta 70g","27,35","31,99","",""
"7896658005336","Flogo-Rosa 500mg Pó Para Preparação Extemporânea 10 Envelopes","48,59","50,99","",""
"7896658005442","Flogoral Pastilhas Sabor Laranja 12 Pastilhas","17,49","18,39","",""
"7896658005459","Flogoral Pastilhas Sabor Menta 12 Pastilhas","17,59","18,39","",""
"7896658005466","Flogoral Pastilhas Sabor Cereja 12 Pastilhas","17,99","","",""
"7896658005589","Meracilina Fenoximetilpenicilina Potássica 500UI 12 comprimidos","","12,59","",""
"7896658005763","Prelone 5mg 20 Comprimidos","17,89","21,70","",""
"7896658005930","Xarope Expectorante Transpulmin Sabor Menta Solução Oral 150ml","31,70","","",""
"7896658005978","Mirtax 5mg 30 Comprimidos Revestidos","29,39","31,79","",""
"7896658005985","Mirtax 10mg 30 Comprimidos Revestidos","29,79","32,39","",""
"7896658006005","Soyfemme 150mg 30 Cápsulas Gelatinosas","125,19","129,49","",""
"7896658006043","Diosmin 450mg + 50mg 30 Comprimidos Revestidos","62,53","47,73","",""
"7896658006050","Diosmin 450mg + 50mg 60 Comprimidos Revestidos","137,56","86,24","",""
"7896658006395","Hidrocin solução nasal frasco com spray 20ml","29,59","31,79","",""
"7896658006401","Femina 21 Comprimidos Revestidos","36,39","38,59","",""
"7896658006432","Acheflan 5mg/g Creme Dermatológico 30g","54,49","67,42","",""
"7896658006760","Flogoral Colutório Sabor Menta 150ml","27,39","25,99","",""
"7896658006920","Acheflan 5mg/g Aerossol 75ml","74,69","88,17","",""
"7896658007019","Biomag 10mg 30 cápsulas","51,59","0,01","",""
"7896658007040","Biomag 15mg 30 cápsulas","49,99","0,01","",""
"7896658007088","Novacort Creme Dermatológico 10g","19,89","19,39","",""
"7896658007170","Acheflan 5mg/g Creme Dermatológico 60g","99,59","99,42","",""
"7896658007309","Fentizol 600mg Óvulo Vaginal 1 Unidade + 1 Aplicador","79,79","82,99","",""
"7896658007996","Decongex Plus 4 comprimidos","","10,39","",""
"7896658008023","Digeplus 30 Cápsulas Gelatinosas Duras Com Microgrânulos","46,19","45,59","",""
"7896658008115","Artrosil 160mg 10 Cápsulas Dura de Liberação Prolongada","32,59","35,19","",""
"7896658008122","Artrosil 320mg 10 Cápsulas Dura De Liberação Prolongada","58,49","56,59","",""
"7896658008153","Neo Decapeptyl LP Embonato de Triptorrelina 11,25mg Pó Liofilizado para Suspensão Injetável","","1413,98","",""
"7896658008450","Somalium 3mg 30 Comprimidos","28,79","30,59","",""
"7896658008467","Somalium 6mg 30 Comprimidos","46,19","","",""
"7896658008542","Mirtax 5mg 15 Comprimidos Revestidos","14,29","16,79","",""
"7896658008559","Mirtax 10mg 15 Comprimidos Revestidos","15,09","17,29","",""
"7896658008740","Levoid 25mcg 30 Comprimidos","14,09","17,17","",""
"7896658008764","Levoid 50mcg 30 Comprimidos","15,89","19,22","",""
"7896658008788","Levoid 75mcg 30 Comprimidos","17,59","17,24","",""
"7896658008801","Levoid 88mcg 30 Comprimidos","21,19","21,98","",""
"7896658008825","Levoid 100mcg 30 Comprimidos","14,79","14,43","",""
"7896658008849","Levoid 112mcg 30 Comprimidos","30,49","30,59","",""
"7896658008863","Levoid 125mcg 30 Comprimidos","22,49","25,63","",""
"7896658008887","Levoid 150mcg 30 Comprimidos","23,09","27,57","",""
"7896658009518","Prelone 3mg/ml Solução Oral Sabor Cereja 60ml + Pipeta Dosadora","23,79","29,28","",""
"7896658009532","Prelone 3mg/ml Solução Oral Sabor Cereja 120ml + Pipeta Dosadora","46,79","45,72","",""
"7896658009631","Vidmax 25mg 60 Comprimidos Revestidos","45,52","","",""
"7896658009662","Vidmax 50mg 60 Comprimidos Revestidos","92,84","","",""
"7896658010170","Exodus 10mg caixa com 30 comprimidos revestidos","73,56","78,49","",""
"7896658010187","Exodus 10mg 60 Comprimidos Revestidos","88,33","87,49","",""
"7896658011276","Prelone 11mg/ml Solução Oral Gotas Sabor Cereja 20ml","35,59","35,49","",""
"7896658011368","Diosmin SDU 900 + 100mg Sabor Laranja + Limão 30 Sachês Granulado 5g","176,48","144,34","",""
"7896658011412","Adinos Gen Gel-Creme 30g","47,59","47,79","",""
"7896658011580","Prelone 5mg 10 Comprimidos","7,99","9,59","",""
"7896658011863","Flogoral Colutório Sabor Menta 250ml","33,69","","",""
"7896658011924","Clopin 75mg 30 Comprimidos Revestidos","60,59","64,39","",""
"7896658012402","Meritor 2mg + 1000mg 30 Comprimidos Revestidos","55,19","56,79","",""
"7896658012419","Meritor 4mg + 1000mg 30 Comprimidos Revestidos","64,71","75,49","",""
"7896658014215","Montelair 10mg 30 Comprimidos Revestidos","63,49","63,12","",""
"7896658014321","Biofenac 11mg/g  Aerossol 60g","32,39","32,99","",""
"7896658014345","Biofenac DI 50mg 20 Comprimidos Dispersíveis","34,89","","",""
"7896658014567","Donila 10mg caixa com 30 comprimidos revestidos","57,19","56,99","",""
"7896658014604","Donila 5mg caixa com 30 comprimidos revestidos","58,49","59,39","",""
"7896658015168","Quetros 25mg 30 Comprimidos Revestidos","47,59","48,39","",""
"7896658015205","Quetros 200mg 30 Comprimidos Revestidos","263,09","265,98","",""
"7896658015212","Quetros 100mg 30 Comprimidos Revestidos","129,99","132,99","",""
"7896658015380","Trezor 10mg 30 Comprimidos Revestidos","32,69","32,54","",""
"7896658015427","Trezor 20mg 30 Comprimidos Revestidos","55,79","60,80","",""
"7896658015724","Dorene 75mg caixa com 30 cápsulas","106,52","","",""
"7896658015779","Dorene 150mg caixa com 30 cápsulas","160,32","168,00","",""
"7896658016264","Aristab 10mg 10 Comprimidos","76,99","","",""
"7896658016271","Aristab 10mg 30 Comprimidos","173,99","176,98","",""
"7896658016318","Aristab 15mg 30 Comprimidos","291,29","300,97","",""
"7896658016356","Aristab 20mg 30 Comprimidos","418,99","442,99","",""
"7896658016516","Stabil 1mg 30 Comprimidos","193,09","204,99","",""
"7896658016554","Betadine 16mg 30 Comprimidos","24,69","28,09","",""
"7896658016585","Betadine 24mg 30 Comprimidos","38,39","37,99","",""
"7896658016592","Betadine 24mg 60 Comprimidos","67,99","72,49","",""
"7896658016653","Bravan 80mg 30 Comprimidos Revestidos","44,39","43,40","",""
"7896658016677","Bravan 160mg 30 Comprimidos Revestidos","40,12","49,84","Leve 2 e pague R$29,90 cada","Leve 2 unidades por R$ 40,36 cada"
"7896658016691","Bravan 320mg 30 Comprimidos Revestidos","48,63","61,27","Leve 2 e pague R$37,90 cada","Leve 2 unidades por R$ 49,02 cada"
"7896658016837","Revange 37,5mg + 325mg 10 Comprimidos Revestidos","37,00","23,99","",""
"7896658016844","Revange 20 Comprimidos Revestidos","57,87","41,82","",""
"7896658017247","Osteotrat 35mg 4 Comprimidos Revestidos","95,10","57,04","",""
"7896658017582","Axonium 25mg 30 Comprimidos","64,09","64,99","",""
"7896658017643","Axonium 5mg 30 Comprimidos","127,09","133,99","",""
"7896658017704","Axonium 10mg 30 Comprimidos","133,09","136,00","",""
"7896658018084","Exodus 20mg caixa com 30 comprimidos revestidos","143,61","149,48","",""
"7896658018091","Exodus 20mg 60 Comprimidos","197,69","193,00","",""
"7896658018121","Exodus 20mg Solução Oral Gotas 15ml","82,22","87,99","",""
"7896658018763","Bravan HCT 160mg + 12,5mg 30 Comprimidos Revestidos","64,19","67,64","",""
"7896658018787","Bravan HCT 160mg + 25mg 30 Comprimidos Revestidos","64,89","69,29","",""
"7896658018800","Bravan HCT 80mg + 12,5mg 30 Comprimidos Revestidos","66,59","69,09","",""
"7896658018862","Esalerg 0,5mg/ml Xarope Sabor Tutti-Frutti 100ml + Seringa Dosadora","70,00","93,49","",""
"7896658018879","Esalerg 0,5mg/ml Xarope Sabor Tutti-Frutti 60ml + Seringa Dosadora","41,29","46,89","",""
"7896658018954","Desloratadina 0,5mg/ml Biosintética Sabor Tutti-Frutti 60ml + Seringa Dosadora","14,59","16,29","",""
"7896658018992","Esalerg 5mg 10 Comprimidos Revestidos","46,59","63,55","",""
"7896658019005","Esalerg 5mg 30 Comprimidos Revestidos","101,59","123,99","",""
"7896658019036","Osteoban 150mg 1 Comprimidos Revestidos","45,73","47,09","Leve 2 e pague R$34,99 cada",""
"7896658019531","Montelair 4mg 30 Sachês Granulados","86,99","85,99","",""
"7896658019562","Cipide 100mg 30 Comprimidos","43,69","49,39","",""
"7896658020575","Exodus 15mg caixa com 30 comprimidos revestidos","115,38","118,99","",""
"7896658020582","Exodus 15mg 60 Comprimidos","189,59","192,00","",""
"7896658020605","Ekson 200mg + 50mg 30 Comprimidos","90,57","102,49","",""
"7896658020988","Motore 250mg 60 Cápsulas","145,41","144,22","",""
"7896658020995","Motore 250mg 120 Cápsulas","235,66","206,24","",""
"7896658021022","Gastrium 40mg 28 Cápsulas","100,19","","",""
"7896658021121","Notuss 3,0mg/ml Sabor Mel 120ml + Copo Dosador","26,09","28,99","",""
"7896658021268","Artrolive 1500mg + 1200mg Sabor Laranja 30 Envelopes Granulados 4g","135,21","120,10","",""
"7896658021381","Notuss 1,5mg/ml Sabor Morango 120ml + Seringa Dosadora","22,79","23,99","",""
"7896658021442","Liberaflux 7,5mg/ml Xarope Solução Oral 100ml + Copo Medidor","32,43","36,59","",""
"7896658021640","Esalerg 1,25mg/ml Solução Gotas Sabor Tutti-Frutti 20ml","41,29","51,36","",""
"7896658021688","Adipept 20mg 28 Comprimidos Revestidos","48,69","48,19","",""
"7896658021725","Adipept 40mg 14 Comprimidos Revestidos","29,94","","",""
"7896658021732","Adipept 40mg 28 Comprimidos Revestidos","50,39","52,19","",""
"7896658021749","Adipept 40mg 42 Comprimidos Revestidos","57,49","62,39","",""
"7896658022074","Livepax 500mg 3 Comprimidos Revestidos","40,99","","",""
"7896658022098","Livepax 500mg 7 Comprimidos Revestidos","103,99","102,89","",""
"7896658022104","Livepax 500mg 10 Comprimidos Revestidos","147,09","127,48","",""
"7896658022203","Vie 10mg 30 Comprimidos Revestidos","52,73","","",""
"7896658022210","Vie 10mg 60 Comprimidos Revestidos","71,59","75,99","",""
"7896658022371","Dorene Tabs 75mg Aché 30 Comprimidos","60,89","58,34","",""
"7896658022456","Dorene Tabs 150mg 30 Comprimidos","99,59","102,99","",""
"7896658022876","Donila Duo 10mg/5mg 7 Comprimidos Revestidos","36,00","31,41","",""
"7896658022890","Donila Duo 10/10mg 7 Comprimidos Revestidos","43,28","35,40","",""
"7896658022913","Donila Duo 10/15mg 7 Comprimidos Revestidos","44,04","37,74","",""
"7896658022944","Donila Duo 10/20mg 30 Comprimidos Revestidos","195,46","155,51","",""
"7896658022951","Neo Decapeptyl LP Embonato de Triptorrelina 22,5mg Pó Liofilizado para Suspensão Injetável de Liberação Prolongada","","2828,02","",""
"7896658023323","Montelair 4mg Sabor Cereja 30 Comprimidos Mastigáveis","61,69","63,12","",""
"7896658023354","Montelair 5mg Sabor Cereja 30 Comprimidos Mastigáveis","61,59","63,12","",""
"7896658023361","Sorine H 30mg/ml Solução Nasal Spray Hipertônico 50ml","26,09","25,79","",""
"7896658024146","Dual 30mg 30 Cápsulas Duras de Liberação Retardada","62,49","63,59","",""
"7896658024153","Dual 30mg 60 Cápsulas Duras de Liberação Retardada","115,79","112,99","",""
"7896658024191","Dual 60mg 30 Cápsulas Duras de Liberação Retardada","122,59","126,50","",""
"7896658024207","Dual 60mg 60 Cápsulas Duras de Liberação Retardada","226,69","220,99","",""
"7896658024627","Resist 500mg 30 Cápsulas","61,79","64,19","",""
"7896658024887","Dastene 0,5mg 30 Cápsulas Moles","92,99","93,98","",""
"7896658024931","Bravan Duo 80mg + 5mg 30 Comprimidos Revestidos","52,59","62,03","",""
"7896658024955","Bravan Duo 160mg + 5mg 30 Comprimidos Revestidos","57,09","57,16","",""
"7896658024979","Bravan Duo 160mg + 10mg 30 Comprimidos Revestidos","55,49","62,43","",""
"7896658024993","Bravan Duo 320mg + 5mg 30 Comprimidos Revestidos","84,69","84,63","",""
"7896658025013","Bravan Duo 320mg + 10mg 30 Comprimidos Revestidos","93,69","94,26","",""
"7896658025525","Zolfest D 10mg com 20 Comprimidos Efervescentes","72,29","68,41","",""
"7896658025532","Zyad 20mg 2 Comprimidos Revestidos Revestidos","63,49","64,79","",""
"7896658026065","Trezor 5mg 30 Comprimidos  Revestidos","27,90","29,49","Leve 2 e pague R$12,90 cada","Leve 3 unidades por R$ 22,59 cada"
"7896658026171","Biofenac 11mg/g Gel 60g","25,85","","",""
"7896658026195","Avide 100mg cx 9 cap","48,69","50,99","",""
"7896658026508","Resist 500mg 90 Cápsulas","160,19","169,99","",""
"7896658026546","Dorilax DT 12 Comprimidos","8,29","9,69","",""
"7896658026577","Dorilax DT Paracetamol 450mg + Cafeína Anidra 50mg + Citrato de Orfenadrina 35mg 4 comprimidos","","3,10","",""
"7896658026645","Zirk 500mg 3 Comprimidos Revestidos","20,09","18,69","",""
"7896658026652","Zirk 500mg 5 Comprimidos Revestidos","28,03","31,79","",""
"7896658026904","Solução Capilar Pant 50mg/ml 50ml + 1 Válvula Spray","69,19","71,49","",""
"7896658027055","Untral 2,5mg 30 Cápsulas Duras","136,94","119,47","",""
"7896658027079","Untral 2,5mg 90 Cápsulas Duras","292,32","223,15","",""
"7896658027123","Trezete 10mg + 10mg 30 Comprimidos Revestidos","73,11","72,99","",""
"7896658027130","Trezete 20mg + 10mg 30 Comprimidos Revestidos","99,80","99,00","",""
"7896658027147","Biofenac 11mg/g Gel 100g","43,05","","",""
"7896658027604","Divena 40mg 30 Comprimidos Revestidos De Liberação Retardada","61,29","64,79","",""
"7896658027611","Divena 40mg 60 Comprimidos Revestidos De Liberação Retardada","97,59","106,49","",""
"7896658027703","Kalist 2mg 28 Comprimidos","54,99","55,23","",""
"7896658028083","Foxis 200mg 10 Cápsulas Duras","36,79","","",""
"7896658028090","Foxis 200mg 15 Cápsulas Duras","61,99","","",""
"7896658028113","Foxis 200mg 30 Cápsulas Duras","106,29","","",""
"7896658028120","Domped 5mg/ml Suspensão Oral Gotas 20ml","49,99","","",""
"7896658028311","Sany D 1.000ui 30 Comprimidos Revestidos","36,91","","",""
"7896658028328","Sany D 2000ui 30 Comprimidos Revestidos","55,76","23,17","",""
"7896658028366","Sany D 7.000ui 8 Comprimidos Revestidos","32,47","20,11","",""
"7896658028373","Sany D 7.000ui 30 Comprimidos Revestidos","91,57","55,62","",""
"7896658029028","Leucogen 80mg 30 Cápsulas Gelatinosas","142,89","133,87","",""
"7896658029233","Regressa 8mg 30 Cápsulas de Liberação Prolongada","150,95","","",""
"7896658029240","Regressa 16mg 30 Cápsulas Duras de Liberação Prolongada","213,79","","",""
"7896658029257","Regressa Bromidrato de Galantamina 24mg 30 cápsulas","","173,48","",""
"7896658029318","Etira 500mg 30 Comprimidos Revestidos","89,79","94,89","",""
"7896658029356","Etira 1000mg 30 Comprimidos Revestidos","171,99","105,04","",""
"7896658029394","Etira 100mg/ml Solução Oral 100ml + Seringa Dosadora","82,39","94,38","",""
"7896658029561","Deller 50mg com 30 comprimidos revestidos","72,29","77,99","",""
"7896658029608","Deller 100mg com 30 comprimidos revestidos","86,79","89,99","",""
"7896658029707","Sany D 50.000ui 4 Comprimidos Revestidos","81,31","58,08","",""
"7896658030192","Oxotron 60mg 15 Comprimidos","36,69","36,39","",""
"7896658030208","Oxotron 60mg 30 Comprimidos","73,59","71,99","",""
"7896658030260","Montelair 4mg 60 Sachês Granulados","152,59","151,98","",""
"7896658030277","Montelair 10mg 60 Comprimidos Revestidos","101,49","101,18","",""
"7896658030284","Montelair 4mg Sabor Cereja 60 Comprimidos Mastigáveis","97,89","101,18","",""
"7896658030291","Montelair 5mg Sabor Cereja 60 Comprimidos Mastigáveis","104,39","101,18","",""
"7896658030345","Betadine XR 32mg 30 Comprimidos De Liberação Prolongada","56,99","60,79","",""
"7896658030369","Betadine XR 48mg 30 Comprimidos De Liberação Prolongada","74,59","78,99","",""
"7896658031885","Biomag 10mg 60 Cápsulas","110,79","106,49","",""
"7896658031892","Biomag 15mg 60 Cápsulas","101,79","104,99","",""
"7896658032431","Clopin Duo 75mg + 100mg 30 Comprimidos Revestidos","73,79","74,99","",""
"7896658033216","Lutics 2mg 30 Comprimidos","28,99","","",""
"7896658033421","Esalerg D12 2,5mg + 120mg 10 Comprimidos De Liberação Modificada","58,39","59,59","",""
"7896658033445","Trezor 40mg 30 Comprimidos Revestidos","112,72","125,25","",""
"7896658033582","Ekson 100mg + 25 mg 30 Comprimidos","45,89","49,99","",""
"7896658033827","Lutics 4mg 30 Comprimidos","47,39","","",""
"7896658034008","Zior 250mg 28 Comprimidos","113,29","126,99","",""
"7896658034015","Zior 250mg 14 Comprimidos","62,99","67,99","",""
"7896658034220","Zyad Diario 5mg 30 Comprimidos","66,50","47,19","",""
"7896658034237","Nautex 8mg 10 Comprimidos Revestidos","50,48","57,79","",""
"7896658034251","Mefex 250mg 10 Comprimidos Revestidos","90,70","47,39","",""
"7896658034381","Mefex 250mg 14 Comprimidos Revestidos","187,47","","",""
"7896658034398","Mefex 500mg 10 Comprimidos Revestidos","128,65","70,61","",""
"7896658034404","Mefex 500mg 14 Comprimidos Revestidos","140,54","91,51","",""
"7896658034435","Gaeso 40mg 28 Comprimidos Revestidos de Liberação Retardada","99,90","155,64","",""
"7896658034466","Gaeso 20mg 28 Comprimidos Revestidos De Liberação Retardada","76,09","78,32","",""
"7896658034534","Clilon 0,4% Solução oftálmica 5ml","36,59","43,59","",""
"7896658034541","Laxime 0,15% Solução Oftálmica 10ml","56,69","57,83","",""
"7896658034688","Livepax 750mg 7 Comprimidos Revestidos","78,99","75,99","",""
"7896658034695","Livepax 750mg 5 Comprimidos Revestidos","57,99","56,59","",""
"7896658034749","Pastilha Flogoral Sabor Menta 4 unidades","","5,45","",""
"7896658034770","Rubia 75mcg 28 Comprimidos Revestidos","32,89","34,59","",""
"7896658034787","Rubia 75mcg 84 Comprimidos Revestidos","88,99","96,98","",""
"7896658034879","Clilon 0,5% Solução oftálmica 5ml","47,09","57,79","",""
"7896658034930","Vivencia Patch 9mg 30 Adesivos Transdérmicos","368,04","280,95","",""
"7896658034947","Vivencia Patch 27mg 30 Adesivos Transdérmicos","494,24","485,07","",""
"7896658034954","Vivencia Patch 18mg 30 Adesivos Transdérmicos","507,33","414,94","",""
"7896658034978","Solução Capilar Pant 50mg/ml Refil 50ml","55,17","52,99","",""
"7896658034985","Revange 37,5mg + 325mg 30 Comprimidos Revestidos","90,33","57,71","",""
"7896658035067","Nebitah 5mg 30 Comprimidos","45,39","46,79","",""
"7896658035272","Trezor 20mg 60 Comprimidos Revestidos","107,69","107,09","",""
"7896658035289","Trezor 10mg 60 Comprimidos Revestidos","61,29","63,30","",""
"7896658035319","Trezor 5mg 60 Comprimidos Revestidos","53,09","55,47","",""
"7896658035340","Solução Capilar Pant 50mg/ml 3 Frascos 50ml + 1 Válvula Spray","146,62","146,98","",""
"7896658035371","Hemifumarato de Quetiapina 25mg 30 comprimidos Aché Genérico","","16,89","",""
"7896658035388","Solução Capilar Pant 50mg/ml 2 Frascos 50ml + 1 Válvula Spray","100,19","","",""
"7896658035432","Aristab 1mg/ml Suspensão Oral 150ml + Seringa Dosadora","157,49","164,00","",""
"7896658035487","Desogestrel 75mcg 28 comprimidos Melcon Genérico","","17,79","",""
"7896658035685","Lutab 80mg 30 Comprimidos Revestidos","425,68","503,99","",""
"7896658035708","Lutab 40mg 30 Comprimidos","362,61","416,98","",""
"7896658035784","Lutab 20mg 30 Comprimidos","181,32","213,00","",""
"7896658035791","Flogoral Pastilhas Sabor Menta 8 Pastilhas","11,99","12,49","",""
"7896658035968","Allestra 15 84 Comprimidos Revestidos","63,23","70,49","",""
"7896658035975","Allestra 15 28 Comprimidos Revestidos","22,39","23,30","",""
"7896658036019","Osteoban 150mg 3 Comprimidos Revestidos","125,19","131,48","",""
"7896658036057","Cefalium One 750mg 20 Comprimidos - Ache","24,79","25,59","",""
"7896658036224","Sany D 1.000ui 60 Comprimidos Revestidos","51,15","","",""
"7896658036231","Sany D 2.000ui 60 Comprimidos Revestidos","69,15","41,85","",""
"7896658036248","Sany D 5.000ui 30 Comprimidos Revestidos","77,51","61,54","",""
"7896658036262","Sany D 7.000ui 12 Comprimidos Revestidos","36,29","27,27","",""
"7896658036279","Sany D 10.000ui 4 Comprimidos Revestidos","26,06","","",""
"7896658036293","Sany D 50.000ui 8 Comprimidos Revestidos","124,49","99,10","",""
"7896658036347","Levofloxacino 750mg Aché 5 Comprimidos","30,79","43,19","",""
"7896658036354","Levofloxacino 750mg Aché 7 Comprimidos","33,93","35,19","",""
"7896658036477","Diosmin 900mg + 100mg 30 Comprimidos Revestidos","139,12","106,20","",""
"7896658036781","Sany D 10.000ui 4 Cápsulas Moles","24,56","20,78","",""
"7896658036804","Sany D Caps 50.000 UI 8 Cápsulas Moles","124,49","99,10","",""
"7896658036811","Sany D 5.000ui 4 Cápsulas Moles","72,69","58,03","",""
"7896658036828","Sany D Caps 5.000 UI 30 Cápsulas Moles","77,51","61,54","",""
"7896658036835","Sany D 7.000ui 30 Cápsulas Moles","70,82","55,61","",""
"7896658036842","Sany D 7.000ui 12 Cápsulas Moles","32,09","27,30","",""
"7896658036859","Sany D 7.000 UI 8 Cápsulas Moles","24,26","20,11","",""
"7896658036965","Allestra 30 63 Comprimidos Revestidos","76,09","74,75","",""
"7896658036989","Allestra 20 21 Comprimidos Revestidos","36,39","38,25","",""
"7896658036996","Allestra 20 63 Comprimidos Revestidos","75,59","77,55","",""
"7896658037009","Allestra 30 21 Comprimidos Revestidos","35,79","37,36","",""
"7896658037160","Volare 40mg/0,4ml Solução Injetável 10 Seringas Preenchidas Com Sistema De Segurança","771,81","","",""
"7896658037214","Volare 60mg/0,6ml Solução Injetável 2 Seringas Preenchidas Com Sistema De Segurança","234,69","179,15","",""
"7896658037221","Volare 40mg/0,4ml Solução Injetável 6 Seringas Preenchidas Com Sistema De Segurança","463,09","353,51","",""
"7896658037238","Volare 40mg/0,4ml Solução Injetável 2 Seringas Preenchidas Com Sistema De Segurança","154,38","117,85","",""
"7896658037269","Volare 20mg/0,2ml Solução Injetável 2 Seringas Preenchidas Com Sistema De Segurança","75,80","","",""
"7896658037856","Sabine 2,5mg 30 Comprimidos","1023,06","178,51","",""
"7896658038068","Trometamol Cetorolaco 10mg Biosintética Sabor Limão 10 Comprimidos Sublinguais","17,59","15,99","",""
"7896658038075","Trometamol Cetorolaco 10mg Biosintética Sabor Limão 20 Comprimidos Sublinguais","37,49","35,79","",""
"7896658038112","Tormiv SL 10mg Sabor Limão 10 Comprimidos Sublinguais","33,39","39,99","",""
"7896658038129","Tormiv SL 10mg Sabor Limão 20 Comprimidos Sublinguais","62,79","62,99","",""
"7896658038259","Nienza 3,125mg 30 Comprimidos","12,99","14,79","",""
"7896658038266","Nienza 6,25mg 30 Comprimidos","17,59","","",""
"7896658038273","Nienza 25mg 30 Comprimidos","25,89","","",""
"7896658038303","Cloridrato de Donepezila 5mg 30 comprimidos Aché Genérico","","50,79","",""
"7896658038310","Cloridrato de Donepezila 10mg 30 Comprimidos Revestidos - Aché","55,09","","",""
"7896658038327","Aripiprazol 15mg Biosintética 30 Comprimidos","242,29","151,00","",""
"7896658038334","Aripiprazol 10mg Aché 30 Comprimidos","138,79","106,00","",""
"7896658038402","Desonida 0,5mg/g Biosintética Gel Creme 30g","15,49","14,79","",""
"7896658038440","Soanza XR 35mg 30 Comprimidos Revestidos de Liberação Prolongada","43,59","48,79","",""
"7896658038457","Soanza XR 35mg 60 Comprimidos Revestidos de Liberação Prolongada","79,49","90,49","",""
"7896658038495","Etinilestradiol + Gestodeno 15mcg + 60mcg Biosintética 28 Comprimidos Revestidos","17,39","16,79","",""
"7896658038501","Gestodeno 75mcg + Etinilestradiol 30mcg Biosintética 21 Comprimidos Revestidos","15,19","16,29","",""
"7896658038549","Quetros 25mg 60 Comprimidos Revestidos","72,89","75,99","",""
"7896658038556","Osteotrat 35mg 12 Comprimidos Revestidos","212,88","139,29","",""
"7896658038587","Cipide 100mg 60 Comprimidos","75,79","81,99","",""
"7896658038600","Dorene Líquido 25mg/ml Solução Oral 60ml","73,99","75,99","",""
"7896658038686","Pant Sec Solução Capilar 50mg/ml 50ml + 1 Válvula Spray","69,92","76,25","",""
"7896658038693","Pant Sec Solução Capilar 50mg/ml 2 Frascos 50ml + 1 Válvula Spray","117,11","119,85","",""
"7896658038709","Pant Sec Solução Capilar 50mg/ml 3 Frascos 50ml + 1 Válvula Spray","132,49","160,34","",""
"7896658038716","Pant Sec Solução Capilar 50mg/ml Refil 50ml","58,25","63,52","",""
"7896658038921","Rivaroxabana 20mg Biosintética 28 Comprimidos Revestidos","69,90","","",""
"7896658038938","Rivaroxabana 15mg Biosintética 28 Comprimidos Revestidos","64,04","155,98","",""
"7896658038945","Rivaroxabana 10mg Biosintética 30 Comprimidos Revestidos","68,62","120,48","",""
"7896658038952","Klev 20mg 28 Comprimidos Revestidos","142,80","","",""
"7896658038969","Klev 20mg 14 Comprimidos Revestidos","71,37","","",""
"7896658038976","Klev 15mg 28 Comprimidos Revestidos","142,80","","",""
"7896658038983","Klev 15mg 14 Comprimidos Revestidos","71,37","","",""
"7896658038990","Klev 10mg 30 Comprimidos Revestidos","145,67","","",""
"7896658039003","Klev 10mg 10 Comprimidos Revestidos","48,61","","",""
"7896658039010","Andrum 20mg/ml Solução Oftálmica 5ml","50,69","51,99","",""
"7896658039027","Etira 500mg 60 Comprimidos Revestidos","182,39","188,42","",""
